Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
3:5	idm12664					 The **burnt offering** is described in *1:3-17* and is best referred to as the “whole burnt offering.” Because it was offered twice daily (see *Num 28:4*), and because the need for atonement preceded fellowship, the text assumes that the burnt offering would be on the altar already. The priest was to lay the fatty portions and certain internal organs (*3:3-4*) of the peace offering on top of it.\n\n
3:6	idm12674					 **Sheep** were smaller, easier to raise, and less expensive than cattle. Apart from the exceptions mentioned in these verses, offerings of sheep followed the same pattern as those of cattle.\n\n
3:9	idm12681					 **broad tail:** Sheep in this part of the ancient Near East had broad, fatty tails that were burned on the altar with the rest of the fat.\n\n
3:11	idm12688					 **special gift:** See *study note on 1:9*. • Offerings of **food** were called “God’s food” (*21:6*, *8*, *17*, *21*, *22*; *Num 28:2*). However, Scripture is clear that the Lord did not eat the offerings, as pagans believed their deities did (*Ps 50:9-13*). Instead, these offerings belonged to God, and the priest ate a portion of this food as God’s representative (*Lev 21:21-22*). These offerings sustained the priest and his family.\n\n
3:12	idm12705					 The offering of goats followed a similar pattern as for cattle and sheep. Both goats and sheep were considered offerings from the flock (see *3:6*).\n\n
3:17	idm12712					 Human beings were not permitted to eat the **fat or blood** (see *1:5*, *8* and *study notes*).\n\n
4:1	idm12722					 The **sin offering** (Hebrew *khatta’t**,* from the root *khata’,* meaning “to lack, fall short, miss, fail”) was for specific unintentional violations of God’s commands (see also *Num 15:22-29*), intended to repair a loss or remedy a failure (e.g., *Lev 5:1-4*). Although we all sin, God will forgive us if we confess it (*Gal 6:1*; *1 Jn 1:8-9*). But we are warned against sinning “brazenly” or “deliberately” (*Num 15:30-31*; *Heb 6:4-6*; *10:26-29*).\n\n
4:3	idm12739					 These verses distinguish two types of sin offerings: (1) the offering given for the sin of the **high priest** (*4:3*, *20*) and **the entire Israelite community** (*4:13*), and (2) the offering given for **one of Israel’s leaders** (*4:22*) and **any of the common people** (*4:27*). The former case required offering a bull, a large, expensive animal. It was not to be eaten (*6:30*) but was completely burned (*4:12*, *21*), and some of its blood was presented in the Holy Place (*4:6-7*, *17-18*). The latter case required a lesser animal—a male goat for a lay leader or a female sheep or goat for a common person. The priest ate a portion of the layperson’s offering (*6:24-29*), and the blood was presented at the bronze altar in the courtyard (*4:25*, *30*). The distinction stresses the responsibilities of leaders. The offering was the same for the priest as for the entire people, and the lay leader’s offering was more than that of a common person. The New Testament also emphasizes the responsibility of religious leaders; those who teach (*Jas 3:1*) and those who serve as religious leaders (*Matt 23:1-33*; *Luke 20:47*) are judged more severely than those who follow them.\n\n
4:3	idm12765					 The **high priest** was designated by God and “anointed” (Hebrew *mashiakh**,* “set apart by the ritual of anointing”) for a particular service. In *1 Sam 1:1—2 Kgs 25:30*, anointing most often refers to Israel’s king (see *1 Sam 24:6*; *2 Sam 1:14*; *19:21*). While all priests were anointed (*Exod 40:13-15*), here the term probably refers to the high priest because he was specially anointed for service in the Tabernacle (*Lev 6:20*; *8:12*). Since the high priest was mediator for all of Israel, including lesser priests, his sin would bring guilt on the entire assembly (see “*Community Identity*” Theme Note). • **Guilt** results from violating God’s will; it is not just perceived or psychological guilt (see *study note on 5:17-19*).\n\n
4:5	idm12784					 The **Tabernacle** complex had a tent (sometimes called the “Tent of Meeting”; see *study note on 1:1*) at the west end of the courtyard. Inside the tent, the **inner curtain** divided the first room, the Holy Place, from the second, the Most Holy Place. The Most Holy Place contained the Ark of the Covenant (*Exod 26:31-33*) and was God’s throne room (see *study note on Lev 1:1*). Sprinkling the animal’s **blood** before the curtain (*4:6*, *17*) and applying it to the horns of the incense altar (*4:7*, *18*) was done to atone for the anointed priest or for the entire congregation. This action demonstrated the gravity of the offenses being atoned for (cp. *4:25*, *30-35*).\n\n
4:7	idm12802					 The **altar for fragrant incense** stood in front of the inner curtain, just outside the Most Holy Place (*4:6*). It had four protrusions resembling **horns,** as did the altar for burnt offerings (see *study note on Exod 27:2*). The priests burned incense on this altar to the Lord each morning and evening (*Exod 30:1-10*).\n\n
4:11	idm12813					 Only the offerings for the priest or the entire community were burned **outside the camp.** Perhaps this was commanded because the offering had figuratively absorbed the contamination of the high priest or the community and therefore had to be disposed of outside the camp. Those guilty were not to partake of or reap any benefit from their own sin offerings, even if they were priests (*6:19-23*).\n\n
4:15	idm12821					 The Hebrew term for **elders** is related to the word for beard. It implies mature but not necessarily elderly individuals. They were leaders of the community—typically, heads of families and tribes (cp. *Exod 18:21-26*; *Deut 22:15-19*). For this offering, the elders represented the entire people, as they would later in anointing David as king (*2 Sam 5:3*).\n\n
4:20	idm12831					 A similar form of the phrase **they will be forgiven** appears frequently in passages dealing with atonement (*4:26*, *31*, *35*; *5:10*, *13*, *16*, *18*; *6:7*; *19:22*; *Num 15:25*, *26*, *28*). God is willing to forgive a repentant person’s sin and restore him or her to the community of faith.\n\n
4:22	idm12850					 The sin offerings described in this passage atoned for laypersons, whether leaders or other Israelite citizens. These offerings could be eaten (contrast *4:3-21*), and they involved lesser animals. The blood of the offering was disposed of in the courtyard of the Tabernacle and not carried to the Holy Place. As with the peace offering (ch *3*), the fat and certain internal organs were burned on the altar. However, the rest of the meat from these offerings was given to the priest as food for himself and the males in his family (*6:29*), and it was to be eaten in a holy place (*6:26*; cp. *10:16-20*). A lay leader was to offer a male goat (*4:23*), while a common layperson could offer a female goat or lamb. The animal’s lesser size and cost reflected the lesser influence of the common Israelite and, probably, their financial situation. Economic considerations allowed those who were poor to bring a pair of doves or young pigeons (*5:7-8*; *12:6*, *8*; cp. *Luke 2:24*). The desperately poor could offer two quarts of flour (*Lev 5:11*).\n\n
4:22	idm12867					 **Israel’s leaders** included the elders (see *4:15*), tribal heads, and family heads (see *Num 1:16*, *44*; *1 Kgs 8:1*).\n\n
4:23	idm12878					 The **male goat** offered by a lay leader was a lesser offering than was required for the priest (a bull) but more than was required for a common person (*4:28*, *32*). However, like all offerings used for securing atonement, the animal could have no **defects** (see *1:3*).\n\n
4:24	idm12889					 **at the place where burnt offerings are slaughtered:** See *1:3-5*.\n\n
4:25	idm12897					 **blood . . . horns of the altar:** Unlike the blood of the bull for the priest, the blood of the offering of a leader (*4:25*) or a common Israelite (*4:30*, *34*) was not to be carried into the Holy Place. Also, a portion of the meat was to be eaten by the priest who offered it (*6:24-29*).\n\n
4:27	idm12908					 The **common people,** who had less responsibility than a priest or leader, were permitted the lesser offering of a **female** sheep or goat. A greater position brings greater responsibility (cp. *Amos 3:2*; *Matt 25:14-30*; *Jas 3:1*).\n\n
5:1	idm12919					 These verses list examples of sins covered by the sin offering (*4:2*). When a person realized he or she had committed an offense, the next step was to make it right by admitting guilt and bringing a sin offering.\n\n
5:1	idm12926					 The first infraction was the failure **to testify** when called as a witness before a court. Failure to testify was not a passive act because it actively aided the criminal. • **you will be punished** (literally *you become guilty* or* you realize your guilt*): Anticipating God’s punishment for the sin, the guilty party offered the sacrifice to remove the guilt and escape the punishment.\n\n
5:2	idm12936					 **ceremonially unclean:** “Clean” and “unclean” did not pertain to hygiene (see *11:1–15:33*) but to suitability for participating in worship or, in the case of animals, suitability for sacrifice or human consumption. A list of clean and unclean animals is found in *11:1-47*. The requirement for becoming clean after touching an unclean animal was merely to wash one’s clothes and remain apart from the community until evening (*11:25*). Most likely, therefore, the requirement of this sin offering indicates that the person had failed to follow the prescription for cleansing (*11:27-28*).\n\n
5:3	idm12947					 Any bodily discharge, even blood, would render a person temporarily **unclean** (chs *11–15*). The uncleanness itself was not sin, but it was a sin to neglect the uncleanness, allowing it to spread. Once people became aware of their unclean state, they were guilty if they neglected it.\n\n
5:4	idm12955					 Oaths could be taken in the name of the Lord. However, a **foolish vow,** one thoughtlessly made, was a blasphemous misuse of the Lord’s name (*Exod 20:7*). Accordingly, vows must be fulfilled (see *Num 30:2*; *Deut 23:21-23*; *Eccl 5:4-6*).\n\n
5:5	idm12966					 **When you become aware of your guilt:** All the situations that required a sin offering assumed guilt by accident or ignorance. As soon as a person became aware of having done something improper, he or she became guilty and was required to attend to it. Known sins were to be dealt with; it was a sin in itself to know what was right and not do it (see *5:17*; *Jas 4:17*). • **confess:** Sacrifice for sin without admission of guilt would be a meaningless ritual. When the sacrificial animal was presented to the priest, the worshiper likely told the priest why it was being offered.\n\n
5:6	idm12976					 The **penalty** was apparently fulfilled by the required sacrifice (see *study note on 4:1–5:13*). • The actions described in *5:1-5* best fit those of a layperson, so a **female** offering was permitted, in keeping with the principle demonstrated in *4:28*, *32*.\n\n
5:7	idm12988					 The poor also needed to secure atonement and reconciliation. Birds (*5:7*) were permitted for those too poor to afford a lamb (cp. *1:14-17*). Although an animal offering was typically required for atonement (*17:11*), God in his grace allowed the bloodless offering of flour if the worshiper could not even afford two birds (*5:11*).\n\n
5:7	idm12998					 The sin offerings included both a portion as a burnt offering and a portion that was first offered, then given to the priests (cp. *4:22-35*; *6:24-30*). Because of their small size, two birds were required—one for each type of offering.\n\n
5:11	idm13006					 The sin offering was not to be adorned with **olive oil or . . . frankincense.** These were required for the grain offering, which was the individual’s gift to the Lord (see *2:1*), given to express worship. The sin offering made atonement; its purpose was to obtain forgiveness, requiring that the offering be completely unadorned.\n\n
5:13	idm13014					 **making them right:** See study notes on *1:4*; *4:20*. • **rest of the flour:** See *study note on 2:3*.\n\n
5:14	idm13025					 The **guilt offering** (Hebrew *’asham**,* “guilt”) dealt with property loss and damages, whether sacred (*5:14-16*) or secular (*6:1-7*). It involved restitution as well as compensation for the loss (*5:16*; *6:5*). It could be called a “penalty offering,” because the ram was a penalty, or perhaps a “restitution offering,” because of the need to make restitution for the loss before the ram was offered. In the guilt offering (*5:14–6:7*), the loss involved was not only a failure in God’s sight, as with the sin offering, but also a loss of property to another person or to the sanctuary. Cp. *Matt 5:23-24*.\n\n
5:15	idm13040					 **unintentionally defiling:** Damage to sacred property was distinguished from damage to secular property. The sacrifice was effective only if the damage to sacred property had been committed accidentally. Deliberate damage, such as vandalism, to something sacred was blasphemous. As with other deliberate sins (*Num 15:30-31*), no means was specified for its atonement. No devout believer would defiantly continue in sin (see *1 Jn 3:9*). • The **sanctuary shekel** was not a coin but a standardized unit for measuring weight. It was used to evaluate the ram being offered. Some scholars suggest that this text permits the substitution of the appropriate amount of silver for the ram.\n\n
5:16	idm13050					 The surcharge of **an additional 20 percent** provided compensation to the owner for loss or damage to property. The surcharge for sacred property was paid directly to the priests. Accidental damage to sacred property occurred when a person unintentionally ate the sacred offerings (*22:14*) or omitted the tithe (*27:31*). A similar surcharge was involved in redeeming an animal (*27:13*, *27*).\n\n
5:17	idm13061					 This paragraph provides general principles for the guilt offering. Even if **unaware** of the infraction, an individual was **guilty** and had to provide the appropriate **guilt offering.** This applied to both sacred and secular property (*5:14-16*; *6:1-7*).\n\n
6:2	idm13072					 **sins against your associate . . . unfaithful to the **Lord**:** For believers, there really is no such thing as a “secular” sin. All sin involves God, even sin directed against another person or group. In the sins requiring a guilt offering, God’s forgiveness was needed, but restitution to the injured individual had to be made first (*6:5-7*; cp. *Matt 5:23-24*). Unlike offenses against sacred property (*Lev 5:14-16*), both accidental and intentional offenses against secular property could be forgiven.\n\n
6:5	idm13084					 The instructions for the guilt offering assumed that a person’s conscience would induce voluntary reparation; when restitution was voluntary, the surcharge for loss of use to the owner was always **20 percent.** Penalties were more severe in other cases (cp. *Exod 22:1-15*). There is a clear difference between voluntary confession and simply admitting sin after being caught.\n\n
6:7	idm13092					 **will purify you before the** Lord**, making you right with him:** God graciously gave his people a way to atone for their sins. See also study notes on *1:4*; *4:20*.\n\n
6:8	idm13103					 The regulations in *1:2–6:7* include instructions for both priest and layperson. This section adds detail regarding the rights and obligations of the officiating priest. Because the tribe of Levi had been allotted no land for farming (*Deut 18:1*; *Josh 13:14*, *33*), priests depended on the offering system for their income. The concern was that priests be adequately provided for. Like many human institutions, this system was eventually abused (*1 Sam 2:12-25*; *Hos 4:8*).\n\n
6:10	idm13115					 The priest was required to wear **official linen clothing,** the attire of his office, when officiating at the Tabernacle. This allowed everyone to know that he was there to carry out his official duties (*Exod 28:40-43*). The priest was to dress appropriately for service to the divine King. He was not to wear his official garb outside the Tabernacle (*Lev 6:11*; *Ezek 44:19*). • **undergarments:** See *Exod 20:26*.\n\n
6:11	idm13127					 Most natural environments qualified as a **place that is ceremonially clean.**\n\n
6:12	idm13134					 This passage cautions that **the fire on the** bronze **altar** must be constantly tended and **never** allowed to **go out***,* perhaps anticipating the tragedy of the “wrong kind of fire” offered by Nadab and Abihu (*10:1-2*).\n\n
6:16	idm13146					 In this context **sacred place** does not refer to the Holy Place at the heart of the Tabernacle but to any location within the Tabernacle complex, all of which were ceremonially clean and holy.\n\n
6:17	idm13153					 **yeast:** See *study note on 2:11*. • The priests’ **share** of the grain offering had the practical value of providing their staple food—bread (*7:9*)—in addition to its theological significance as being **most holy.** See *study note on 2:3*.\n\n
6:18	idm13165					 The priestly share did not belong exclusively to the priest conducting the sacrifice; it was to be shared with all **of Aaron’s male descendants**. The text does not indicate why these offerings could be eaten only by the males while other offerings were available to all members of the priests’ families (see *study note on 10:13-15*; see also *Num 18:20-24*). • **will become holy:** Or *must be holy;* also in *Lev 6:27*. Though uncleanness could be spread by touch (ch *15*), Haggai implied that holiness could not (*Hag 2:12*). If an unclean person encountered that which was holy, disaster could result (*Lev 10:1-3*; *1 Sam 6:19-20*; *2 Sam 6:6-8*).\n\n
6:19	idm13182					 These instructions applied only to the grain portion of the ordination offering (see *2:1-16*; for the rest of the ordination offering, see *8:22-32*).\n\n
6:22	idm13190					 Only the **high priest** could represent the priesthood as an institution, with all its constituent priests.\n\n
6:23	idm13197					 Normally, the bulk of a grain offering would go to the officiating priest (*2:9-10*). However, the grain offering described in *6:19-23* was for a special occasion—the ordination of the priests—and therefore was to be **burned up entirely** and not** eaten.**\n\n
6:28	idm13207					 A **clay pot** was porous and could not be cleansed as thoroughly as a metal one—some of the holy food might stick to it or soak in. Reuse would cause an act of sacrilege. However, a **bronze pot** could be thoroughly **scoured** to prevent this problem (see also *11:33*; *15:12*).\n\n
6:30	idm13218					 Some sin offerings for the anointed priest and for the entire congregation were not to be eaten. The blood of these offerings was carried into the Holy Place and sprinkled before the curtain (see *4:1-21*). The sacrifices that could be eaten were those for the lay leader and for the common people. The blood of these animals was poured on and around the base of the altar in the courtyard of the Tabernacle (see *4:22-35*).\n\n
7:3	idm13226					 The guilt offering required the sacrifice of a ram (*5:18*). • **fat . . . tail . . . organs:** The parts of the guilt offering to be burned were the same as those for the peace offering (*3:3-4*, *9-10*, *14-15*) and the sin offering (*4:8-9*, *26*, *31*, *35*).\n\n
7:12	idm13241					 The **peace offering** could be presented as an expression of thanks (as here), as payment of a vow (*7:16*), or as a voluntary offering (see *3:1-7*). A worshiper made it an **expression of thanksgiving** by presenting a grain offering along with the peace offering (*2:1-16*). A grain offering consisted of unleavened cakes, wafers, or cakes of fine flour, all mixed or spread with olive oil. A representative portion was set aside to be burned (*2:9*). The grain offering was to be accompanied by loaves of yeast bread (*7:13*).\n\n
7:15	idm13254					 The **thanksgiving** offering was given when the worshiper was thankful (*Jer 17:26*; *33:11*). The sacrifice was to be **eaten on the same day** it was offered so that the event would not fade from the worshiper’s memory.\n\n
7:16	idm13264					 In contrast to the “peace offering of thanksgiving,” which was presented as an expression of thanks to the Lord (*7:12-15*), the **offering to fulfill a vow** related to a vow made by a worshiper. The festive meal that followed was more relaxed and could extend into the next day. However, because the vow offering involved a vow made to God, it was still more restrictive than the voluntary offering, which could even use a deformed animal (*22:23*).\n\n
7:18	idm13273					 The Hebrew term for **contaminated** (*piggul*) occurs only in three other places (*19:7*; *Isa 65:4*; *Ezek 4:14*). It is always used in reference to meat that is unacceptable for sacrifice or human consumption.\n\n
7:19	idm13284					 Anything that was **ceremonially unclean** could not come into contact with what was holy (*7:20*). Although uncleanness was not sinful in itself, it symbolized what was unholy (see *Exod 19:10*).\n\n
7:20	idm13293					 **cut off:** Three interpretations are possible for this expression, all of them very grave: (1) The person was subject to God’s judgment and faced an early death by natural causes (*17:10-14*). (2) The person was to be executed by the community (cp. *Exod 31:14*). (3) The person lost communal membership in Israel, either by banishment (such as by excommunication) or by shunning the person and treating him or her as unclean (*Lev 18:24-30*; cp. *23:29-30*, where “cut off” seems distinct from “destroy”).\n\n
7:22	idm13304					 In the sacrificial system, the **fat** and **blood** of all altar offerings belonged to God. They were offered before any of the sacrifice could be eaten. Consuming blood was specifically forbidden because it represented the very life of the animal (*17:10-16*). The injunction against eating fat might have been because fat, considered to be the best part of the offering, belonged to God.\n\n
