Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
1:20	idm99459					 The leaders and people of Judah had **rebelled** (*Jer 2:17*; *5:6*, *23*) by rejecting the one true God and his commandments and by resisting the invaders God had sent (*2 Kgs 24:1*, *20*; *2 Chr 36:13*).\n\n
1:21	idm99472					 **the day you promised:** The poet’s spirit was heartened by the belief that God would set up a day when everyone—oppressors and victims—would be judged justly (see *Isa 13:6*, *9*; *Jer 46:10-12*, *27-28*; *Amos 5:18-20*; *Obad 1:15*; *1 Thes 5:2-3*; *2 Thes 2:2*).\n\n
2:1	idm99487					 This chapter graphically portrays the Lord as Jerusalem’s destroyer.\n\n
2:1	idm99493					 **the heights of heaven:** Jerusalem’s buildings were splendid, adorned with precious metals and jewels. Jerusalem had the reputation of being the sacred city of the Lord. • **his Temple** (literally *his footstool*): Cp. *1 Chr 28:2*; *Pss 99:5*; *132:7*.\n\n
2:3	idm99505					 **bends his bow:** In the past, the Lord had been a mighty warrior on Israel’s behalf (see *Exod 14:13–15:21*; *Josh 23:9-11*; *Judg 7*; *2 Kgs 19:32-35*); now he waged war against Jerusalem (see *Isa 63:10*; *Ezek 24:25*).\n\n
2:6	idm99518					 A **garden shelter** was a temporary structure that harvesters put up to provide shade. God had promised to take care of **his Temple** forever (*1 Kgs 9:3*), but now it seemed that he had abandoned it.\n\n
2:7	idm99527					 The Temple was destroyed because the sins that the priests and the people had committed within its walls had defiled its holiness (cp. *Jer 7:3-15*; *26:3-6*, *12-13*; *Ezek 24:21*).\n\n
2:8	idm99537					 **Ramparts** were stone walls or mounds of earth built around a city to protect it from assault by an enemy army.\n\n
2:9	idm99544					 **no more visions:** Daniel and Ezekiel were **prophets** of the Lord who had visions while they lived among the exiles far from the land of Judah (*Ezek 1:1*; *Dan 7:1*). This verse refers to prophets in Jerusalem who claimed to have visions that proved to be false.\n\n
2:10	idm99554					 **Burlap** (or *sackcloth*) was made of goat or camel hair and was often used for grain sacks or for items to be carried on pack animals. Poor people wore it as clothing because it was inexpensive, and people in mourning wore it as a sign of their deep sorrow (its dark color matched their mood, and its roughness matched their discomfort). • Throwing **dust on their** **heads** and clothing was a sign to neighbors that a family member had died.\n\n
2:13	idm99564					 **Who can heal you?** Reputed healers and prophets were all liars and frauds (*Jer 6:13-14*).\n\n
2:16	idm99572					 Their **enemies** were glad that Jerusalem was defeated.\n\n
2:17	idm99579					 **promises . . . made long ago:** God’s promises of blessing were always contingent upon Israel’s obedience to the law (*Deut 8*). He had promised to destroy them if they disobeyed it (*Lev 26*).\n\n
2:18	idm99588					 Repentance and **prayer** are the proper responses when facing the devastation of God’s judgment.\n\n
2:20	idm99595					 Jeremiah had predicted that the same cannibalism that occurred during a siege of Samaria (*2 Kgs 6:28-29*) would happen in Jerusalem (*Jer 19:9*; see also *Lam 4:10*; *Ezek 5:10*; cp. *Deut 28:53-57*).\n\n
2:22	idm99606					 **calling them to a day of feasting:** The poet compares Jerusalem’s destruction to an invitation to a banquet at which war, famine, wild animals, and sickness would feast on the wicked in Jerusalem (*Deut 28:15-68*; cp. *Rev 19:17-21*).\n\n
3:1	idm99615					 In this chapter, the author laments what has happened (*3:1-20*, *48-54*), remembers the faithful love of the Lord (*3:21-25*), describes how God’s people should respond (*3:26-47*), and calls upon the Lord in prayer (*3:55-66*).\n\n
3:1	idm99626					 The author speaks of the suffering of Judah and Jerusalem as his own.\n\n
3:6	idm99632					 Some understand these verses as a poetic reference to Jeremiah’s confinement in a muddy cistern before the destruction of Jerusalem (*Jer 38:6-13*).\n\n
3:9	idm99639					 **blocked my way . . . made my road crooked:** Sin causes confusion and cuts a person or a community off from a happy future. Innocent people know the future as a straight path that is easy to follow (*Prov 21:8*). Isaiah imagined God’s activities as a procession on a straight road that his worshipers would prepare (*Isa 40:3*).\n\n
3:12	idm99648					 Cp. *Job 6:4*.\n\n
3:19	idm99655					 **is bitter beyond words** (or *is wormwood and gall*): Wormwood is a plant with a bitter taste; here it represents the emotional intensity of inner agony (*Prov 5:4*; *Rev 8:11*). Gall is a poisonous plant that causes severe physical pain if eaten; it is a powerful symbol for extremely stressful emotions (*Deut 29:18*; *Ps 69:21*). The author seems to be at a dead end from which he cannot escape.\n\n
3:22	idm99667					 God’s love and faithfulness **never cease**. Just as God had been faithful in bringing judgment on Jerusalem for their sins, he would be faithful in bringing restoration to those who returned to him.\n\n
3:22	idm99674					 The **faithful love of the** Lord is the basis for the poet’s recovery from deep depression. As with Jeremiah in the cistern (*Jer 38:6-13*) and Jonah in the stomach of the great fish (*Jon 2:2-10*), the Lord provided salvation from death.\n\n
3:23	idm99684					 God’s **faithfulness** speaks of his absolute reliability, which is evident in his daily **mercies**. He continually provides a habitable world in which we can live.\n\n
3:24	idm99692					 **The** Lord** is my inheritance:** The land of Canaan had been regarded as Israel’s inheritance since the time of Moses (*Exod 15:17*; *Josh 21:19*; *1 Chr 28:8*; *Ps 47:4*), but the true inheritance of God’s people is really God himself (see *Ps 16:5-6*; *Eph 1:11*; *Heb 9:15*; *1 Pet 1:3-4*).\n\n
3:26	idm99709					 Those who are confident of God’s plan can **wait quietly** for him to grant **salvation**.\n\n
3:28	idm99717					 **sit alone in silence:** Humble submission stops the tongue and quiets the heart.\n\n
3:29	idm99724					 In the ancient Near East, lying **face down in the dust** expressed submission (*Gen 17:1-3*; *Lev 9:24*; *Josh 7:6*; *1 Sam 5:4*; *1 Kgs 18:39*; *1 Chr 21:16*; *Matt 17:5-6*). • To **turn the other cheek** also expresses submission. Jesus evidently had this verse in mind when he taught his disciples to submit to persecution (*Matt 5:39*). This response recognizes that God is sovereign even over our suffering.\n\n
3:31	idm99740					 Cp. *Ps 103:8-11*.\n\n
3:34	idm99747					 The people of Judah were doing such things before Jerusalem was destroyed (see *Jer 5:26-31*; *21:11-14*; *23:10-14*; *Mic 3*).\n\n
3:37	idm99757					 Some calamities have natural causes (*Luke 13:1-5*), and bad things happen to the righteous as well as to the wicked (*Matt 5:45*); whatever happens, we should give thanks (*1 Thes 5:18*) and not **complain**.\n\n
3:40	idm99767					 Repentance is the key to receiving salvation (*Isa 1:27*; *Jer 3:22*; *Ezek 3:21*).\n\n
3:48	idm99776					 The author focuses on the viciousness of the enemies and cries out to the Lord.\n\n
3:52	idm99782					 This passage might refer to Jeremiah’s experience in the cistern (*Jer 37:11-15*; *38:1-13*).\n\n
3:58	idm99790					 Jerusalem deserved punishment, but the **enemies** carried it out with undeserved cruelty. The writer calls upon God to punish them.\n\n
3:64	idm99797					 This prayer for vengeance is similar to several psalms (see “*Prayers for Vengeance*” Theme Note).\n\n
4:1	idm99804					 Although God’s people still experience his judgment, they will soon experience restoration.\n\n
4:3	idm99810					 **like ostriches:** See also *Job 39:13-16*.\n\n
4:7	idm99818					 **like fine jewels:** (literally *like lapis lazuli*): Lapis lazuli is a beautiful blue stone that is soft enough to carve. It is often used in decorations and mosaics.\n\n
4:8	idm99826					 **Skin** sticking to **bones** is symptomatic of the final stages of starvation, just before death.\n\n
4:9	idm99834					 Long sieges result in a serious **lack of food**. Even if people could get to the fields, they would find the crops destroyed or harvested to feed the soldiers.\n\n
4:12	idm99841					 **Not a king . . . could march through the gates of Jerusalem:** Since God had delivered Jerusalem from Sennacherib of Assyria more than a century earlier (*2 Kgs 19:36-37*), Judeans had strongly believed that not even the mightiest king, Nebuchadnezzar of Babylon, could defeat the city.\n\n
4:15	idm99849					 It appears that these leaders **fled** from Jerusalem as refugees to other **lands**.\n\n
4:20	idm99857					 **Our king . . . was caught:** A reference to Zedekiah, who tried to flee but was caught and treated cruelly by Nebuchadnezzar (*2 Kgs 25:4-7*; *Jer 39:4-7*; *52:9-11*).\n\n
4:21	idm99867					 The people of **Edom** were feeling secure and gloating over Jerusalem’s misfortune, but they, too, would experience **punishment** for their **sins** (see *Obad 1*; *Jer 49:7-22*).\n\n
4:21	idm99878					 **Uz** was an area east of the Jordan River that extended south to Edom. It was Job’s home (*Job 1:1*).\n\n
4:22	idm99886					 The first **return from exile** occurred in 538 BC, after Cyrus of Persia defeated Babylon (*2 Chr 36:22-23*; *Ezra 1:1-4*).\n\n
5:1	idm99896					 This chapter is a heartfelt prayer for restoration (cp. *Dan 9:4-19*).\n\n
5:10	idm99903					 There was a **famine** in the city during the siege (*2 Kgs 25:3*; *Jer 37:21*; *38:9*; *52:6*).\n\n
5:12	idm99914					 These terrible things happened **because** the people had **sinned** (see *Isa 24:7-12*; *Jer 7:24*; *13:18*; *25:10-11*; *Amos 8:10*).\n\n
5:18	idm99927					 **haunted by jackals:** Cp. *Isa 13:22*; *34:13*; *Jer 9:11*; *10:22*; *Mal 1:3*.\n\n
5:22	idm99939					 **have you utterly rejected us?** The tragedy of the Exile raised the question of whether God would forgive sin and restore his people. God answered clearly through the prophets (*Isa 40:27-31*; *41:8-20*) and by sending Christ (*Matt 9:2-6*; *26:28*; *Luke 24:47*).\n\n
