Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
1:11	idm109718					 **Edom** was another betrayer (see *1:9*; *Gen 36*; see also *Gen 25:23-30*; *27:39-40*). • The NLT adds **the Israelites** to make explicit what **relatives** (literally *brother*) means (see *Gen 25:25-30*). “Brothers” can also refer to parties to a treaty (see *Amos 1:9*). Apparently Edom exerted constant pressure on the borders of Israel and Judah, raiding and plundering at moments of weakness (*Jer 49:7-22*; *Obad 1:1-9*).\n\n
1:12	idm109736					 With the destruction of the major cities of **Teman** and **Bozrah***,* Edom lost its capacity for continual warfare. Babylon destroyed Edom shortly after Judah in 553 BC (see *Jer 27*; *49:7-22*; see also *study note on Obad 1:18*).\n\n
1:13	idm109749					 Israel regarded the people of **Ammon** as kin who also betrayed them. The Ammonites (like the Moabites, *2:1*) were descendants of Lot, Abraham’s nephew (*Gen 19:37-38*). Ammon had been a constant threat to Gilead (see *Judg 10:7-9*). • In ancient times, conquering armies commonly **ripped open pregnant women** (*2 Kgs 8:12*; *15:16*; *Hos 13:16*); they also raped the women and slaughtered the children of the towns they seized (*Isa 13:16*, *18*; *Lam 5:11*; *Hos 10:14*; *13:16*; *Nah 3:10*; *Zech 14:2*).\n\n
1:14	idm109770					 **Rabbah** was the chief city of the Ammonites (*2 Sam 12:26*). • Ammon (*Amos 1:13*) was crushed by the Assyrians in the 800s BC, then attacked and depopulated by the Babylonians in the 700s.\n\n
1:15	idm109780					 **their king:** The Hebrew term *malkam* may be a reference to the Ammonite god Molech. In ancient times, people believed that a conquered nation’s god or gods went **into exile together** with them (see *5:26-27*; *1 Sam 5:1-2*; *Isa 46:1*).\n\n
2:1	idm109792					 **desecrated the bones:** In some past skirmish, the Moabites had captured **Edom’s king**. Cremation was considered a form of desecration; if the **ashes** (literally *lime*) of the king were used in plaster, the insult would be compounded.\n\n
2:2	idm109802					 **Kerioth***,* a major town (*Jer 48:20-24*), is mentioned on the Moabite Stone as a shrine to Chemosh, Moab’s god. Perhaps the Moabites burned the remains of Edom’s king or offered him as a human sacrifice at this site. Because of the desecration of the Edomite king’s corpse, God would destroy the **king** of Moab and his officers. This fate probably came upon them through an invasion by Sargon II of Assyria (715/713 BC; cp. *Isa 15–16*). Josephus (*Antiquities* 10.9.7) implies a further destruction in 582 BC (see also *Jer 48*; *Ezek 25:8-11*; *Zeph 2:8-11*).\n\n
2:4	idm109819					 The southern kingdom of **Judah** was closest to the northern kingdom of Israel in blood ties and geography, but bitterness existed between the nations. The north regarded the descendants of David in the south as abusive kings who had caused the schism by their forced labor and heavy taxes.\n\n
2:4	idm109826					 **rejected the instruction** (Hebrew *torah*) **of the** Lord**:** The pagan nations listed to this point had committed atrocities that violated a general sense of human decency, but Judah had gone further; they held the word of God and yet had rejected its teachings (see *Hos 4:6*; *8:1*). God holds people responsible in proportion to the privilege they have received (see *Amos 3:2*). • **led astray by the same lies:** Having discarded God’s true instruction, Judah turned to a substitute found in pagan syncretism (the combining of elements from different belief systems) and idolatry (see *1 Kgs 14:22-24*).\n\n
2:5	idm109842					 Judah’s paganism brought the same punishment as the sins of its pagan neighbors: **fire** (*1:4*, *7*, *10*, *12*, *14*; *2:2*) that would destroy Jerusalem. The Babylonians burned Jerusalem when they captured it in 586 BC (see *2 Kgs 25:9*; *Neh 2:17*; *4:2*).\n\n
2:6	idm109859					 **Israel:** After leading the people through a litany of sins committed by Israel’s neighbors, Amos arrived at his real point: The Israelites would suffer a similar fate (cp. Nathan’s use of prophetic rhetoric to induce self-indictment, *2 Sam 12:1-13*).\n\n
2:6	idm109867					 **Honorable people** are the “righteous,” those who enjoyed a right relationship with God and other people. The parallel with **poor people** creates the idea of the “righteous needy.” The law of Moses urged those who had much to help those in need by lending freely (*Deut 15:7-11*). As a last resort, those too poor to pay their debts could become bond servants to repay their debts through labor (*Lev 25:39-43*). These righteous needy were being sold into bond servitude for **a pair of sandals***,* a hyperbole for the pittance they owed (see *Amos 8:6*). The sandals were a pledge given for the debt or a token used to seal a bargain (see *Ruth 4:7*).\n\n
2:7	idm109881					 To **trample . . . people** was to treat them ruthlessly (see also *8:4*). • The **helpless** and **oppressed** were people exploited by a socio-economic system that denied them the justice guaranteed by law (*Exod 23:6-8*). • That **father and son sleep with the same woman** demonstrated the moral destitution of the Israelites; the law of Moses prohibited this practice (*Lev 18:7-8*, *15*; *20:11-12*). • **corrupting my holy name:** In worshiping various fertility gods, Israel and surrounding nations engaged in “sacred prostitution” (see *Hos 4:10-14*). Sexual relations with a shrine prostitute were thought to ensure plentiful crops and thriving herds of livestock. This verse suggests that these acts were performed in the name of the Lord. When performed as religious rituals, these corrupt actions treat God’s name as worthless.\n\n
2:8	idm109898					 The irony is that the oppressors of the poor flaunted their sins at **religious festivals**. • The Torah allowed a lender to take a poor man’s cloak as **security** for a debt, but it was not to be kept overnight, because the nights were cold (*Exod 22:26-27*; *Deut 24:12-13*). A widow’s **clothing** was never to be taken as security for a debt (*Deut 24:17*). • **unjust fines:** The wealthy bribed judges and used their influence to keep the poor, who could not defend themselves, from obtaining a fair hearing (*Amos 5:12*).\n\n
2:9	idm109912					 **Amorites** is used here as a general term to denote the inhabitants of Canaan (see *Gen 15:16*; *Judg 6:10*).\n\n
2:11	idm109921					 In addition to priests, God provided **prophets** to speak his word and will (*Deut 18:15-19*) and holy men called **Nazirites***,* who were dedicated to the Lord by vows that included abstention from fermented drinks (*Num 6:1-21*). Israel showed its disregard for God by telling both the Nazirites and the prophets to ignore and violate God’s calling (see *Amos 7:12-13*).\n\n
2:14	idm109933					 The chapter concludes with a description of the battle in which Israel would be defeated and would flee (see *Ps 33:16-17*).\n\n
2:15	idm109940					 **The archers** stood in the last ranks. If they fled, it meant the forward ranks had collapsed.\n\n
2:16	idm109947					 Amos later calls **that day** the “day of the Lord” (*5:18*); both expressions indicate the time of judgment on Israel (see also *8:3*).\n\n
3:1	idm109957					 Amos directs the three prophetic messages in this section against Israel, indicting them for a false understanding of their status as God’s chosen people. The messages show a progression toward judgment.\n\n
3:1	idm109963					 The first **message** from **the** Lord warns Israel that its status as God’s elect will not excuse them from God’s judgment. Instead, they will be held to a higher standard than the surrounding nations.\n\n
3:1	idm109972					 Amos begins with a reference to God’s goodness to Israel when he **rescued** them **from Egypt** (see *2:10*).\n\n
3:2	idm109981					 The word translated **been intimate** indicates personal and experiential knowledge that often extends beyond mere intellectual awareness. It can indicate formal recognition and acknowledgment (*Exod 1:8*; *5:2*), personal experience (*Gen 2:17*), or sexual relations (*Gen 4:1*). This word is frequently used of God’s relationship with Israel (*Hos 5:3*) and of Israel’s ideal relationship with God (*Hos 2:20*). Because of Israel’s privileged status, God would hold them accountable for all their sins, not just some of them. God holds people accountable in terms of what has been given them (*Luke 12:47-48*).\n\n
3:3	idm109995					 Amos explains his call to prophesy with a series of rhetorical questions that must be answered in the negative. But the metaphorical language carries deeper meaning than is implied in the questions themselves.\n\n
3:3	idm110001					 Amos’s **walk** with God was evidence that his message was in accord with **the direction** of God’s plans for Israel’s judgment.\n\n
3:4	idm110009					 Amos’s messages have God behind them: What he says would, in fact, happen to Israel. God is the **lion** who roars, and he has already found his **victim**—the people of Israel who are ready for judgment.\n\n
3:5	idm110017					 The **trap** pictures the consequences of Israel’s sin. Israel fully deserved the judgment that Amos proclaimed.\n\n
3:6	idm110024					 **disaster . . . the** Lord** has planned:** God sends both the good and pleasant, and the harmful and painful (*Isa 45:7*; *Lam 3:38*; see *Deut 28*; *Job 2:10*).\n\n
3:8	idm110037					 God, **the lion***,* **has roared** from Mount Zion (*1:2*) and compelled Amos to prophesy (see *7:14-16*).\n\n
3:9	idm110048					 The prophet now turns to two of Israel’s enemies, **Philistia** (Hebrew *Ashdod,* one of the key cities of Philistia) and **Egypt**. He invites them to surround **Samaria** (the capital of the kingdom of Israel) to see its **chaos and oppression**. Israel appeared strong from the outside, but it was rotten within, rife with class struggles. The enemies would take advantage of Israel’s internal weakness (see *3:11*).\n\n
3:10	idm110060					 Israel’s rich people acquired their **wealth** through their neglect and brutal treatment of the poor and helpless (see *2:6-8*).\n\n
3:11	idm110068					 The real **enemy** was not Egypt or Philistia, but Assyria, the only superpower in the region.\n\n
3:12	idm110075					 **A shepherd who tries to rescue:** The people of both Israel and Judah believed that, because of their chosen status, God would intervene to rescue them and never let them perish. The prophet’s words are ironic: Their rescue would be like a shepherd who arrives too late to save the sheep, and who can pull **only two legs or a piece of an ear** from the mouth of the lion. • **So it will be . . . reclining on couches:** Some have interpreted this statement to mean that only the fabric of a few couches would survive the Assyrian siege of Samaria. Accordingly, the last two lines of this verse could be translated *So it will be when the Israelites in Samaria are rescued / with only a broken bed and a tattered pillow.*\n\n
3:13	idm110085					 The Lord’s message is to go to **all Israel** (literally *the house of Jacob*). Jacob was the ancestor of both Israel and Judah. • The witnesses who are told to **listen** could be the nations summoned in *3:9*, the inhabitants of Samaria, or bands of prophets. • Lord** God of Heaven’s Armies:** This title, traditionally “Lord God of Hosts” (also in *4:13*; *5:14-16*, *27*; *6:8*), portrays God as commander of the heavenly armies; this is the true God of the universe, not a local deity (see also *Exod 15:3*).\n\n
3:14	idm110103					 **pagan altars at Bethel:** The shrine at Bethel, built by Jeroboam I shortly after his inauguration (*1 Kgs 12:26-33*), continued through the dynasty of Jehu (*2 Kgs 10:29*), from whom Jeroboam II descended. This shrine merged worship of Yahweh (the Lord) with the pagan symbol of a bull. When the altars were destroyed, the Bethel shrine, the king’s official sanctuary (*Amos 7:13*), and the northern kingdom would also be ruined.\n\n
3:15	idm110114					 **Ivory** represents the immense, ill-gotten wealth of the rich. Archaeologists have found some of these ivory inlays in the ruins of Samaria.\n\n
4:1	idm110121					 In this message Amos holds Samaria’s wives accountable for urging their husbands to perform ruthless acts in order to provide them with money for their parties.\n\n
4:1	idm110127					 **you fat cows** (literally *you cows of Bashan*): Bashan was famous for its fierce, fat bulls (*Ps 22:12*; *Ezek 39:18*). Amos uses the feminine form (cows) to paint a picture of Israel’s upper class wives, who cared little for the poor. Their only concern was to extract enough wealth from the needy to support their own consumption.\n\n
4:2	idm110137					 **has sworn this by his holiness:** Holiness speaks of God as existing outside of and independent of creation; his nature is wholly other than what he has created. The oath is similar to *6:8*; *8:7*. • **hooks:** The Assyrians were known for their inhumane treatment of war captives (see *2 Chr 33:11*; cp. *2 Kgs 19:28*). A stela (stone pillar with an inscription) discovered in northern Syria shows the Assyrian king Esarhaddon holding cords that pass through the lips of two war captives. A recent scholar has suggested that *hooks* referred to the rings inserted into the noses of cattle to manage them.\n\n
4:3	idm110150					 **The wall** of Samaria that these women trusted for security could not protect them.\n\n
4:4	idm110157					 The prophet’s sarcasm shows how far Israel had strayed from God’s ways. Israel had plenty of religion but no reverence for God.\n\n
4:4	idm110163					 Amos lampoons the Israelites’ worthless piety. • **Bethel***,* the site of Jacob’s famous vision of the ladder with angels descending and ascending (*Gen 28:11-22*), was the southern seat of the religion established by Jeroboam I (see *Amos 3:14*; *1 Kgs 12:28-29*). **Gilgal***,* Israel’s campsite after they crossed the Jordan (*Josh 4:19–5:9*), had become a popular shrine by the time of Amos and Hosea (*Hos 4:15*; *9:15*; *12:11*). • **sacrifices each morning . . . tithes every three days:** Israelite males were to appear before the Lord at the sanctuary three times each year (*Exod 23:14-19*; *34:23*; *Deut 16:16-17*). Tithes were typically paid annually (*Deut 14:22-29*), with a special tithe paid every three years (see *Deut 14:28*; *26:12*). Amos is making the point that the Israelites were religious to the point of absurdity, but they balked at being godly (*Amos 5:15*; *Hos 6:6*; *Mic 6:8*; see *Luke 11:42*).\n\n
4:5	idm110191					 Leavened **bread** (that is, sourdough fermented by wild **yeast**) was for daily consumption. The more primitive unleavened bread (made without yeast) became a sacred symbol, commemorating Israel’s affliction as slaves in Egypt (*Deut 16:3*), the Passover (*Exod 12:17-20*), and their hasty departure from that land (*Exod 12:34*, *39*). Unleavened bread thus became altar bread (*Lev 6:17*; *7:12*). However, **bread made with yeast** could accompany a peace **offering of thanksgiving** (*Lev 7:13*).\n\n
4:6	idm110208					 God sent natural disasters to bring his people to repentance, but each time they failed to respond in any sincere manner. Amos ends the account of each disaster with the refrain, **“But still you would not return to me,” says the** Lord.\n\n
4:10	idm110216					 God had used **plagues** to convince **Egypt** to let Israel go (*Exod 7:14–12:30*; *9:2-3*; *Ps 91:6*; *Hab 3:5*); he promised to bring the plagues of Egypt on Israel if they continued to turn away from him to worship pagan gods (*Deut 28:27*, *60*).\n\n
4:11	idm110230					 As with the plagues on Egypt (*4:10*), the plagues on Israel increased in magnitude and intensity (cp. *4:12*). • **as I destroyed:** The thought that God would treat his own people in the same way as he had treated **Sodom and Gomorrah** (*Gen 19:24-25*) was shocking to their theology.\n\n
4:12	idm110241					 This is one of the two great thematic verses in Amos (the second is *5:24*). Since Israel would not repent, it must **meet . . . God in judgment**.\n\n
4:13	idm110249					 This verse appears to be a hymn fragment, possibly sung by the worshipers at Bethel (for other hymn fragments, see *5:8-9*; *9:5-6*). Israel had been treating God as a *baal*—a local god with limited power. But the God they professed to worship and whom they would face in judgment is all-powerful.\n\n
5:1	idm110258					 The charges against Israel had been filed (*3:1-2*; *4:1-3*); now it was time for judgment. Amos made this point clear by singing a funeral song for Israel, as though the nation were already dead.\n\n
5:1	idm110266					 **funeral song:** The Hebrew word (*qinah*) describes a special rhythm (3+2 beats) used for funeral dirges (most of the book of Lamentations is written in *qinah*). The ominous significance was clear: Israel had already died and now awaited burial.\n\n
5:2	idm110275					 When used to describe political powers, **virgin** refers to a state of being unconquered by a foreign power (e.g., Babylon, *Isa 47:1*; Jerusalem, *Lam 2:13*; cp. *Lam 1:1*).\n\n
5:3	idm110285					 This verse is a reversal of the promises made in *Lev 26:8*.\n\n
5:4	idm110292					 **Come back to me and live** implies a condition: In order to live, Israel should seek the Lord (also in *5:6*). Otherwise, the funeral song (*5:1-2*) would become Israel’s death sentence.\n\n
5:5	idm110301					 **Beersheba** was another site (see *study note on 4:4*) with ties to the patriarchal era (e.g., Abraham, *Gen 21:33*; *22:19*) that had been made into a shrine. • **Gilgal . . . exile:** A wordplay using alliteration (Hebrew *hagilgal galoh yigleh*).\n\n
5:6	idm110313					 The northern kingdom of **Israel** (literally *the house of Joseph*) was dominated by the tribes of Joseph’s sons, Ephraim and Manasseh (see *study note on 5:15*; see *Hos 5:3*, *5*).\n\n
5:8	idm110324					 Amos quotes a second hymn fragment (see *4:13*; *9:5-6*). Once again, the prophet emphasizes the contrast between the cosmic God and the local gods. • **Stars**, celestial bodies, and constellations such as **Pleiades** and **Orion** were regarded as deities in the ancient world. Not so, says Amos; the Lord made them and placed them in the sky. • **water:** The ancients had observed a process that they did not understand (evaporation and condensation). However, the Lord understands and controls natural processes that seem mysterious to humans.\n\n
5:10	idm110336					 Amos resumes the thought begun in *5:7*. Israel’s courts, controlled by the wealthy, depended on corrupt judges and hired witnesses. They had no use for what was true, but only for what was expedient to their own cause (*5:12*).\n\n
5:11	idm110344					 **stone houses:** Again, Amos targets the rich. The houses of peasants were built of mud brick. Cut stone, the result of laborious handwork, was very expensive.\n\n
5:13	idm110351					 Witnesses pleaded that they saw and heard nothing. Truthfulness had become a liability (*5:10*) and might endanger the one who spoke it.\n\n
5:14	idm110358					 Amos makes his earlier hints (*5:4*, *6*) more explicit: Israel must **do what is good** and right in order to survive.\n\n
5:15	idm110367					 **the remnant of his people:** The Hebrew text uses *the remnant of Joseph* to refer to the northern kingdom, who were still God’s people despite their rebellion and idolatry.\n\n
5:16	idm110375					 **crying . . . mourning . . . wailing:** Grief would result from the widespread and certain destruction that lay ahead (*5:1-2*).\n\n
5:16	idm110383					 **farmers . . . professional mourners:** This expression is a graphic way of describing that everyone would grieve.\n\n
5:18	idm110390					 The pronouncements of **sorrow** in this section develop two themes: (1) Israel’s apostasy would make the “day of the Lord” a day of judgment, not salvation; and (2) Judah’s spiritual complacency would also bring judgment.\n\n
5:18	idm110398					 Amos again confronts the Israelites’ distorted view of their chosen status (see *3:2*). • The phrase **What sorrow awaits you** denotes despair brought on by a great tragedy. • The **day of the** Lord in the Old Testament (see *Isa 13:6*, *9*) was a time when God would intervene in the world to set right those things that had gone wrong. God’s intervention would mean vindication for the righteous, but judgment for the wicked. Israel thought that on **that day** (see also *Amos 8:3*, *9*, *13*; *9:11*) God would save them. However, because the Israelites had been wicked, the day of the Lord would **bring darkness, not light**. Assyria conquered the northern kingdom in 722 BC (*2 Kgs 17:7-23*), fulfilling this prophecy.\n\n
5:21	idm110418					 Amos again confronts the religious hypocrisy and spiritual unfaithfulness of the Israelites (see *4:4-5*; *Isa 1:10-20*).\n\n
5:22	idm110426					 God would not accept the **offerings** (see *Lev 1–6*) of the Israelites because they were attempts to manipulate him magically rather than signs of true repentance and faith.\n\n
5:24	idm110434					 This is the second of the great thematic verses in Amos (see *4:12*). • **endless river:** The streams or gullies (wadis) in Israel’s dry areas contained water only temporarily during rainy seasons. However, God wanted continual, not just seasonal, justice.\n\n
5:25	idm110442					 Although the people of Israel claimed that God had to bless them because of the Sinai covenant, Amos demonstrated that they had been fundamentally pagan from the very earliest days of the covenant.\n\n
5:25	idm110448					 Israel’s relationship with God was based on true devotion that yielded obedience (*1 Sam 15:22-23*). **Sacrifices** representing repentance and faith could repair a breach made by sin, but they were not a substitute for a life lived in accordance with God’s word. • **Forty years in the wilderness** was the duration of Israel’s wandering after the rebellion at Kadesh-barnea (see *Num 14:32-35*).\n\n
5:26	idm110458					 The names that appear in *5:26* have given rise to several conjectures, but many interpreters consider them to be names of unidentified pagan gods. The **king god** may well be Molech, god of the Ammonites (see *1:15*). The word translated **you served** may mean *you will lift up*, in which case the prophet is making a contrast between Israel or Judah, who carried their idols, and God, who carries his people (see *Isa 46:1-7*). \n\n
6:1	idm110470					 **Jerusalem . . . Samaria:** A message including Jerusalem is unexpected, but it shows that God plays no favorites; whoever rebels against God will experience **sorrow**. The Hebrew text uses the terms *Zion . . . Mount Samaria*, indicating the citadels of the two cities. The people of both Judea and Israel were smug and self-important, believing that the fortresses of the cities of Jerusalem and Samaria were impregnable (see also *4:3*). Relying on physical power instead of on God is sin.\n\n
6:2	idm110480					 **Calneh** and **Hamath** were Aramean city-states under Israelite influence (see *2 Kgs 14:28*). Calneh fell to Assyria in 738 BC, and Hamath was forced to pay tribute shortly thereafter. Uzziah had broken down the wall of **Gath** (*2 Chr 26:6*), but it also fell to Assyria in 711 BC. • **You are no better:** Israel itself fell in 722 BC.\n\n
6:3	idm110495					 **day of judgment** (literally *seat of violence*): By this phrase, Amos either meant that Israel’s behavior hastened the violence of the Assyrian conquest, or that the people encouraged everyday violence against the poor by pushing the **thought of coming disaster** from their minds.\n\n
6:4	idm110504					 **Meat** was typically used to honor distinguished guests. The common food was bread, fruit, vegetables, and dairy products. The everyday use of meat shows the opulence of the wealthy classes.\n\n
6:5	idm110511					 These verses provide a picture of drunken revelry.\n\n
6:6	idm110517					 **wine by the bowlful:** The word translated *bowl* (Hebrew *mizraq*) is related to a verb meaning *sprinkle* or *splash* (Hebrew *zaraq**;* see *Exod 24:6*); the same word identified the basins used for sprinkling blood or water in religious ceremonies (see *2 Kgs 12:13*; *25:15*), adding a sense of sacrilege to this description of their drunkenness. • **of your nation:** The Hebrew text reads *of Joseph,* referring to the northern kingdom of Israel; see *study note on Amos 5:6*.\n\n
6:8	idm110536					 The most solemn oath the Lord could pronounce was **by his own name** (see also *Gen 22:16*; *Jer 51:14*; cp. *Amos 4:2*; *Ps 110:4*; *Heb 6:13-14*). • **arrogance of Israel** (literally *pride of Jacob;* see *study note on Amos 8:7*): *Jacob* can mean *cheat* (*Gen 27:36*), whereas *Israel* means *he struggles with God* (*Gen 32:28*). Amos uses *Jacob* to express the obstinate arrogance that so often characterized the people of Israel.\n\n
6:9	idm110558					 These verses graphically picture the wholesale slaughter by military conquest promised in *6:8*.\n\n
6:10	idm110565					 **to dispose of the dead:** Or *to burn the dead.* Cremation was very uncommon in the ancient Near East (see *study note on 2:1*), so some interpret this phrase to mean *burn a memorial fire* (see *Jer 34:5*). Others take it to mean *dispose of the remains*, rather than perform a cremation. Yet the context—the need to dispose of multiple bodies to avoid putrefaction and disease (*Amos 6:9*; see *8:3*)—supports the idea that it means cremation.\n\n
6:12	idm110579					 It would be foolish to run **horses . . . over boulders***,* because unshod horses cannot run on rocks without serious damage to their hooves. It is also obvious that **oxen** cannot **plow** rocks. A slight adjustment to the word division of the Hebrew text yields *plow the sea with oxen*, an equally absurd suggestion. • **that’s how foolish you are: **The point of the comparisons now becomes obvious, as Israel’s own absurdity surfaces in the moral realm. • **you turn justice into poison:** The people perverted what is just and right, turning it into something toxic and bitter (see also *5:7*).\n\n
6:13	idm110593					 **Lo-debar** and **Karnaim** that were part of the territory regained from the Arameans by Jeroboam II (*2 Kgs 14:25-28*). Amos makes puns on their names (see NLT textual footnote).\n\n
6:14	idm110602					 **Lebo-hamath** marked the northern border of Solomon’s influence (*1 Kgs 8:65*) and of the land recovered by Jeroboam II. The Dead Sea (called the sea of **the Arabah***;* see footnote on *2 Kgs 14:25*) marked the southern border of Jeroboam’s recovered territory. The irony was clear: All of this recovered land would be oppressed by the **enemy nation** (Assyria).\n\n
7:1	idm110614					 This section contains five visions. It is helpful to compare the progression of these five visions with the judgments listed in *4:6-11* (famine, drought, crop devastation, plagues, destruction).\n\n
7:1	idm110621					 The first two visions set up a mood of hopeful expectancy. God calls for judgment but then revokes it at the prophet’s intercession.\n\n
7:1	idm110627					 **Locusts** (see *4:9*) were one of the plagues brought upon Egypt (*Exod 10:4*). Great swarms of locusts periodically invaded these lands, typically in times of drought. • **king’s share:** The first harvest went to the king as taxes, whereas the later harvest of the **main crop** fed the farmer and his family. However, if locusts devoured this crop, starvation would follow.\n\n
7:2	idm110638					 **Israel is so small:** The population base of the kingdom was not large enough to **survive** such radical depletion.\n\n
7:3	idm110646					 **The** Lord** relented** twice in response to Amos’s intercession.\n\n
7:4	idm110655					 This **fire** symbolizes oppressive heat and drought. • **depths of the sea:** Although the Hebrew word properly indicates the sea, Amos probably did not suppose that the Mediterranean would disappear. More likely, this is a poetic reference to large bodies of fresh water (such as the Kinnereth Sea/Sea of Galilee) that Israel could use to irrigate its fields.\n\n
7:7	idm110663					 This vision begins like the previous two (*7:2-3*, *4-6*), but this time the Lord allows no intercession. The abrupt shift in outcome contributed to the power of Amos’s message.\n\n
7:8	idm110671					 The Hebrew word translated **plumb line** (Hebrew *’anak*) is similar to the word for groaning (*’anakhah*, see *Isa 35:10*; *Lam 1:22*), alluding to great suffering when God would hold Israel accountable.\n\n
7:9	idm110682					 **pagan shrines . . . temples:** Every vestige of the apostate Israelite religion, from the common high places to the royal shrine at Bethel, would be destroyed. • **of your ancestors** (literally *of Isaac*): Isaac stands for Israel’s ancestors, the fathers of the nation. • **dynasty of King Jeroboam:** Jeroboam II died of natural causes (*2 Kgs 14:29*), but the murder of his son and successor, Zechariah, after a reign of less than a year (*2 Kgs 15:8-10*; see *2 Kgs 10:28-31*), initiated instability in Israel’s government that it never overcame (*2 Kgs 15:10-31*).\n\n
7:10	idm110696					 This section graphically depicts the corruption of the priesthood, reinforcing the point of the visions on either side of it, that judgment is inescapable.\n\n
7:11	idm110702					 Amaziah misinterpreted Amos’s words as a threat on Jeroboam’s life. Amos was calling the people to repentance, not sedition.\n\n
7:12	idm110708					 **Go on back to . . . Judah, and earn your living by prophesying:** Amaziah assumed that the supposedly backward people of Judah would appreciate Amos’s words, and that Amos was looking to be paid for his preaching.\n\n
