Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
3:10	idm49377					 The **figures shaped like cherubim** were made of costly wild olive wood and were covered with gold. Similar carvings have been found in Mesopotamia, Syria, and Canaan; such figures were a distinguishing feature of ancient thrones. *Cherubim* were composite creatures signifying the union of royalty (lion) with the highest powers of strength (bull), speed (eagle), and sagacity (human). Ancient temples found in Phoenicia show the throne of the deity supported by two animals. The sides of ancient Canaanite thrones were commonly shaped as cherubs. The cherubs of Solomon’s Temple were distinct because they were not designed to serve as a human throne. They were attached to the Ark, which was the footstool to God’s throne, with the wings touching in the middle and extending to the walls of the throne room. There was no actual seat to the throne, since none was necessary.\n\n
3:15	idm49385					 The **two pillars** set in the porch of **the Temple** were made of bronze and were ornately decorated (cp. *1 Kgs 7:15-22*).\n\n
3:17	idm49394					 **Jakin** (“he establishes”) might refer to God’s promise regarding the kingdom (see *1 Chr 17:7-14*). **Boaz** (“in him is strength”) might have been a proclamation of trust in God. The gilded reliefs of cherubs, palms, and flowers adorning the doors and walls of the Temple suggest that the pillars were related to the tree of life (*Gen 2:9*).\n\n
4:2	idm49404					 The Temple, the house of God, depicted Eden, the garden of God (cp. *Isa 51:3*). The massive **Sea** that rested on the backs of the **twelve bronze oxen** represented either cosmic pre-creation waters or the waters of life that emanated from the Garden of Eden. Divine forces subdue the waters of chaos (*Gen 1:2*) so that they provide life-giving nourishment for plant, animal, and human life (see *Rev 21:1*, where the sea is removed forever).\n\n
4:6	idm49415					 The **Sea** served the same purpose as the bronze washbasin in the Tabernacle (cp. *Exod 30:18-19*).\n\n
4:7	idm49423					 The seven lights of each of the **ten gold lampstands** might have represented the Pleiades, a cluster of stars symbolized by seven dots in ancient Mesopotamia (cp. *Job 9:9*; *38:31*; *Amos 5:8*).\n\n
4:11	idm49433					 Cp. *1 Kgs 7:40b-47*, which the Chronicler follows almost verbatim.\n\n
4:19	idm49440					 The **Bread of the Presence** symbolized God’s provision for his people. It was placed before **God** on **the tables** (*4:8*) as a type of offering, demonstrating that it belonged to God and that Israel’s provision came from God’s “table.” Some of the bread was eaten by the priests (*Lev 24:5-9*), and the rest was burned; this meal symbolized the covenant meal of fellowship between God and his people (see *Exod 24:9-11*).\n\n
5:1	idm49452					 This verse concludes the section on Temple furnishings, following *1 Kgs 7:51* almost verbatim. • **the gifts his father, David, had dedicated:** Just as the spoils taken from Egypt went into building the Tabernacle, the spoils of Israel’s enemies built **the Temple**. The prophets often portrayed the spoils of other nations as being at Israel’s disposal (see *Isa 60:10-14*; *Zech 14:14*).\n\n
5:3	idm49463					 The dedication of the Temple took place during **the annual Festival of Shelters, which is held in early autumn.** This seven-day festival required a pilgrimage to the central place of worship (*Deut 16:13-15*). The seventh month marked the end of Israel’s harvest season, allowing landowners to leave for a week without concern for fields or crops.\n\n
5:5	idm49471					 **the special tent:** “Tent of Meeting” is the name used in Exodus to indicate the function of the Tabernacle (e.g., *Exod 33:7*). The Tabernacle was the dwelling place of the divine presence (e.g., *Exod 25:8-9*) and the place where God met with his people through the priests. After the Temple was built, this special tent had no further function.\n\n
5:7	idm49480					 The giant **cherubim** were symbols of the universal and eternal rule of God.\n\n
5:9	idm49487					 The Hebrew phrase **to this day** might be an idiom meaning *from then on.* The Ark was evidently not in the Temple following the Exile, when the Chronicler wrote.\n\n
5:10	idm49495					 The **Ark** contained only the **tablets** of the covenant (see *Exod 25:21*; *Deut 10:5*). The pot of manna Aaron placed in the Ark (*Exod 16:33-34*) had apparently been lost.\n\n
5:11	idm49506					 The Chronicler complements the dedication of the Temple with a detailed description of a great celebration. He names the three specific orders of **singers** and all their kinsmen. The **120 . . . trumpeters** apparently included five priests from each of the 24 divisions (*1 Chr 24:3-19*). The sanctified priests, their standard apparel of **fine linen robes***,* the musical **instruments***,* the singers, and the trumpeters were all correctly positioned. When the priests exited, the musicians raised their song, and the **cloud** of the **glorious presence of the** Lord** filled the Temple.**\n\n
6:1	idm49523					 The dedication ceremony culminated in Solomon’s poetic proclamation that expressed the most basic concept of the Temple. God had chosen to dwell in the **thick cloud of darkness**. The dedication of the Temple affirmed God’s choice of Israel as his people and his continuous presence in their midst.\n\n
6:4	idm49530					 Israel’s history as God’s people, originated at the Exodus, reached a climax when God chose **David to be king** and **Jerusalem** to be his capital. Both the **city** and the dynasty were aspects of God’s promise to David (see *1 Chr 28:4*; cp. *2 Sam 7:8-17*; *Ps 2:6-7*).\n\n
6:10	idm49542					 The Chronicler blends **the covenant** of Sinai, represented by **the Ark***,* with the Jerusalem **Temple** and the Davidic dynasty; he makes no mention of Israel’s exodus from Egypt, only implying it with reference to the Ark. God’s covenant relationship with Israel under Solomon and David formed the basis for the community’s relationship with God at the time of the Chronicler.\n\n
6:18	idm49552					 **even the highest heavens cannot contain you:** All creation can be seen as God’s true temple—the palace of the divine King (see *Isa 66:1-2*).\n\n
6:21	idm49560					 In his covenant with Israel, the Lord established blessings and life as consequences of obedience, and curses and death as consequences of disobedience (*Deut 27:11–28:68*; *30:15-18*). Solomon prayed for God to **hear . . . and forgive** when the people failed to keep God’s covenant. The seven “if-then” petitions of his prayer represented any future situation that the people of the covenant might encounter. In each case, Solomon described the situation and asked God to intervene to help his people.\n\n
6:22	idm49569					 Petition 1: Solomon asked for justice to prevail when guilt and innocence cannot easily be determined. An example of such a case would be theft (*Exod 22:7-9*); the plaintiff and the defendant would both take oaths before God, and the person determined to be guilty would pay double.\n\n
6:24	idm49576					 Petition 2: Solomon asked God to grant relief in response to repentance when sin causes misfortune. Prayer provides an opportunity for redemption, and God’s people experience his pardon through restoration.\n\n
6:26	idm49582					 Petition 3: Solomon asked that God would guide his people **to follow the right path** so that sin would not prevent God’s blessing of **rain** for the land.\n\n
6:28	idm49590					 Petition 4: Solomon showed a special sensitivity to human suffering by including both the private **sorrow** of those whose pain is hidden and the public distress of those whose pain is apparent. The prayer is personal, appealing to God’s knowledge of each individual motive. A further appeal pleads for God’s instruction so that the pain of failure might lead the individual to follow God’s ways in the future.\n\n
6:32	idm49597					 Petition 5: Solomon expressed concern for those from other nations who voluntarily joined the society of the covenant when they saw God’s blessings on those who obeyed it (*Deut 4:6-8*). These **foreigners***,* no less than native Israelites, were the object of Solomon’s prayer for mercy before God.\n\n
6:34	idm49606					 Petition 6: Solomon asked God to hear the prayers of the people when they went out at God’s command to **fight their enemies**.\n\n
6:36	idm49613					 Petition 7: Solomon’s prophetic concern that Israel might be completely exiled is evident in the final petition of his prayer. There were many exiles in the history of Israel, but complete destruction of Jerusalem and its **Temple** were the greatest challenges to faith. Solomon’s petitions looked to the Temple as a resource for faith; in a foreign land, the people might remember the chosen place and pray. The mention of land, city, and Temple (*6:38*) suggests total destruction, not partial exile. The Temple might no longer be present, but the people could still direct their prayers to God in heaven, who would hear and forgive.\n\n
6:41	idm49621					 Solomon’s prayer concludes with the quotation of a psalm (*Ps 132:8-10*). This prayer was the final part of transferring the Ark to its place in the Temple. Prayers with psalms had also accompanied David’s transfer of the Ark to Jerusalem (*1 Chr 16:7-36*); Solomon’s use of a psalm recalls the time when the Ark was first brought to its proper place. • **God** is called to **arise***,* not to war (cp. *Num 10:35*) but to his **resting place** in the Temple.\n\n
6:42	idm49634					 In harmony with the opening of the prayer (*6:15-17*), Solomon asks God to **remember** his **unfailing love for . . . David**; this refers to the covenant promise that God made to David (*1 Chr 17:4-14*; see *Isa 55:3*).\n\n
7:1	idm49645					 When the Ark was brought to its place (see *5:13-14*), **the glorious presence of the** Lord descended on the Temple. The divine glory remained in the Temple, preventing **the priests** from entering to perform their service (see “*The Glory of God*” Theme Note and “*God’s Glory with His People*” Theme Note).\n\n
7:4	idm49657					 The offering of **sacrifices** was essential to dedicate the dwelling of the Most High on earth; the sacrifices also provided food for the people during the fifteen days of celebration. The numbers of animals sacrificed match those found in *1 Kgs 8:63*.\n\n
7:8	idm49665					 **Lebo-hamath in the north and the Brook of Egypt in the south** marked the boundaries of Israel as promised to the patriarchs (*Gen 15:18*; *Num 34:5*, *8*; *Josh 15:4*). The Temple dedication festival preceded the annual Festival of Shelters, which ended on the twenty-second day of the month.\n\n
7:13	idm49676					 These verses refer directly to Solomon’s prayer (see *6:26*, *28*, *40*). God outlined for Solomon the requirements for rescue from judgment. In Solomon’s prayer, each case had been addressed separately; in the Lord’s answer, the required response is developed more generally and comprehensively. The people need humility, repentance, seeking the Lord, and prayer in order to be healed from their distresses.\n\n
7:17	idm49685					 God declared to Solomon that God’s Kingdom is eternal. Where *1 Kgs 9:5* states that one of his descendants will always be on the throne of Israel, the Chronicler says, **One of your descendants will always rule over Israel.** In the days of the Chronicler there was no throne in Israel, so his statement alludes to the Messiah (cp. *Mic 5:2*).\n\n
7:19	idm49694					 Despite its magnificence, the Temple did become **an object of mockery and ridicule** when the people of Israel turned away from the Lord; the Temple was destroyed by the Babylonians in 586 BC.\n\n
8:2	idm49702					 The twenty **towns** that Solomon had given Hiram in exchange for gold were unsatisfactory to Hiram (*1 Kgs 9:11-14*); this implies that Hiram gave them back to Solomon, who apparently provided other compensation.\n\n
8:3	idm49710					 This verse is the only reference in Chronicles of Solomon’s military accomplishments; he was known as a man of peace (*1 Chr 22:9*). The kingdoms of David and Solomon extended to **Hamath-zobah** in the far north on the Orontes River. King Toi, the ruler of Hamath, sought David’s support against Hadadezer, king of Zobah (*1 Chr 18:9-10*). Hadadezer was also referred to as the king of Zobah-Hamath (*1 Chr 18:3*). Solomon conducted an expedition against this territory to maintain the stability of his kingdom’s northern border.\n\n
8:4	idm49720					 The Chronicler describes the northern reaches of Solomon’s kingdom. **Tadmor** later became Palmyra, an oasis city in Syria along the desert trade routes with Mesopotamia, 120 miles northeast of Damascus. It is not mentioned elsewhere in the Bible. At some point, it came to be identified with the list of fortified cities in Solomon’s kingdom (cp. *1 Kgs 9:18*, where Tamar/Tadmor indicates a city in southeast Judah).\n\n
8:5	idm49728					 **Upper** and **Lower Beth-horon** sit astride a ridge rising from the Valley of Aijalon to the plateau north of Jerusalem. Fortifications protected the route connecting Jerusalem to the major coastal trade route.\n\n
8:6	idm49736					 Some cities were used for storage and for military cavalry. Large building complexes at Hazor, Megiddo, and Gezer contained long rooms divided into three sections with two rows of pillars. They might have been used as stables and storehouses, or they might have provided barracks for a professional army.\n\n
8:11	idm49742					 Solomon’s alliance with Egypt through his marriage to Pharaoh’s daughter is mentioned repeatedly in Kings (*1 Kgs 3:1*; *9:16*, *24*; *11:1*). Solomon’s ability to marry into the Egyptian royal family shows the extent of his kingdom and international influence. Solomon provided her with a permanent personal residence to show that he regarded her as the most important of his wives. It also preserved the sanctity of **David’s palace***,* probably because Pharaoh’s daughter was pagan.\n\n
8:17	idm49754					 By discussing Solomon’s activities at his kingdom’s most northern and southern borders, the Chronicler shows the extent of Solomon’s empire. Solomon controlled **ports** on **the Red Sea** that provided for international trade to the south. • **Hiram** was a valuable ally; his people, the Phoenicians of Tyre, had extensive trade networks and were expert mariners, helping **Solomon** trade with Ophir. • **Ophir** is traditionally thought to be in southwest Arabia (see *Gen 10:28-29*).\n\n
9:1	idm49766					 Although Solomon had long-term economic and political ties with Hiram of Tyre (*8:17-18*; *9:10-11*), the **queen of Sheba** visited just once. Ancient Sheba (roughly modern Yemen) was noted for its important female rulers and for a wealthy economy based on trade in frankincense and myrrh. An ancient tradition suggests that the queen of Sheba came from Cush (Ethiopia), perhaps because of Sheba son of Raamah, a descendant of Cush (*Gen 10:7*; *1 Chr 1:9*).\n\n
9:3	idm49777					 The queen observed the unusual grandeur of Solomon’s court, which demonstrated both his wealth and his wisdom.\n\n
9:9	idm49783					 **9,000 pounds:** The queen presented Solomon with **gold** that equaled the amount he had received from Hiram (cp. *1 Kgs 9:14*). • The queen’s gift of **spices***,* such as frankincense and myrrh, were used in cosmetics, for embalming, and for religious offerings. High demand and repeated taxation over the long trade route made the spices as valuable as gold in gifts to a king (see *Matt 2:11*). Solomon was so wealthy that the queen had to give an enormous gift for it to be regarded as significant.\n\n
9:13	idm49795					 The phrase translated **each year** can also refer to one particular year, making it unclear whether **25 tons** referred to Solomon’s annual income or only to his most profitable year. Solomon also collected taxes from foreign **traders** and local **merchants**. The **kings of Arabia** were probably merchant princes who used the routes from Edom to Damascus, while the **governors of the provinces** were district officials.\n\n
9:15	idm49807					 Ornamental and ceremonial **shields** were common in ancient Syria and Assyria. Large shields were full-body length and possibly three-sided; small shields, worn on the arm, provided light protection. Guards displayed their shields as **the king** went up to the Temple.\n\n
9:17	idm49815					 Solomon’s **throne** was very grand. There were **six steps,** and the throne might have stood on a platform that made a seventh step; similar Babylonian temple towers were built in seven stages to represent the entire cosmos.\n\n
9:21	idm49823					 Solomon’s **fleet of trading ships of Tarshish** was used to transport cargo. The peculiar shape of these strong ships allowed them to sail long distances in the open sea. • **and peacocks:** The meaning of the Hebrew word is uncertain. Solomon was so great that he imported fine goods and exotic animals from the farthest reaches of the known world.\n\n
9:29	idm49831					 The Chronicler apparently used prophetic anthologies or annals as part of his source material; the works of individual prophets may have been incorporated into larger collections. These sources no longer exist. **Nathan** and **Ahijah** were active during the reigns of David and Solomon. **Iddo** is otherwise unknown.\n\n
9:30	idm49840					 **Solomon** reigned from 971 to 931 BC.\n\n
10:1	idm49848					 **Shechem** was in the heart of the territory of the northern tribes; the need for **Rehoboam** to go there for confirmation reflects either weak national unity or the comparative strength and influence of the northern tribes. • **Rehoboam** reigned from 931 to 913 BC.\n\n
10:2	idm49858					 **Jeroboam . . . had fled to Egypt to escape from King Solomon:** See *1 Kgs 11:26-40*. Jeroboam **returned from Egypt** at the news of Solomon’s death.\n\n
10:4	idm49867					 Rehoboam was not powerful enough to enforce taxation over the northern tribes, so they demanded concessions to remain under his rule.\n\n
10:6	idm49873					 The **older men** of Israel were distinguished from officials, nobles, and guardians (*Judg 8:14*; *1 Kgs 21:8*; *2 Kgs 10:5*) who had official government roles. These elders traditionally exercised considerable influence in royal decisions. When Ben-hadad, king of Aram, attacked Samaria, the elders of Samaria were decisive in rejecting his harsh terms of surrender (*1 Kgs 20:7-9*). Earlier, when Absalom revolted against David, the elders of Israel were influential in critical decisions (*2 Sam 17:4*, *15*; *19:11*).\n\n
10:8	idm49887					 **Rehoboam** was forty-one years old when he began to reign (*12:13*), so the **young men who had grown up with him** were not novices. They might have been royal princes, sons of Solomon’s other wives. It was natural for them to have a role in Rehoboam’s government, as shown by his promotion of his son Abijah (*11:22*). Referring to these princes as “young” might have been a comment on the value of their advice, because the young were not viewed as being wise (see *Job 12:12*).\n\n
10:10	idm49898					 The words of the younger counselors corresponded with Rehoboam’s disposition. They lacked the experience of the elders, but they shared Rehoboam’s inclinations and preferences. They delivered their answer in metaphors and rhetoric appropriate to a royal court.\n\n
10:16	idm49904					 The people **responded** using words that were the converse of a poetic saying the Chronicler had used earlier (*1 Chr 12:18*); there, the people of the southern tribes of Benjamin and Judah (*1 Chr 12:16*) showed growing support for **David**.\n\n
10:18	idm49914					 **Rehoboam** came to Shechem to be anointed king but barely escaped with his life. His poor understanding of the situation was particularly evident when he sent a civilian official, rather than an army commander, to enforce conscription.\n\n
11:1	idm49921					 Shemaiah’s prophetic intervention averted immediate civil war among Israel’s tribes, but the summary of **Rehoboam** characterizes his reign as one of continual warfare with Jeroboam (*12:15*). Civil war characterized the first fifty years of the divided kingdom, until the time of Omri.\n\n
11:5	idm49929					 The Lord’s blessing on Rehoboam is demonstrated in his building activities, the defection of the faithful priests from the north to the south, the migration of the faithful in the north to Jerusalem, and his large family.\n\n
11:5	idm49935					 **Rehoboam . . . fortified various towns** to defend **Judah** from east, south, and west, protecting the valleys leading into the Judean hill country and the important crossroads. Rehoboam’s first task was to strengthen a minimal but defensible position. The defensive lines made strategic sense against an Egyptian attack, and likely began before the invasion of Pharaoh Shishak (926/925 BC).\n\n
11:9	idm49944					 **Lachish** formed the pivotal southwestern corner of Rehoboam’s fortifications, guarding the road to the coastal highway to the west, a primary route that Egypt could use to attack from the south.\n\n
11:13	idm49951					 The apostasy that Jeroboam initiated in the north (see *1 Kgs 12:26-33*) led **those who sincerely wanted to worship the** Lord to emigrate to the south. **Rehoboam** followed the Lord faithfully **for three years***,* but he was unfaithful in the fourth year of his reign (*2 Chr 12:1*). God then immediately punished Rehoboam by sending Shishak to invade from Egypt (*12:2-5*).\n\n
11:15	idm49965					 Some scholars believe that Jeroboam set up the **goat and calf idols** as pedestals for the Lord, noting that the Canaanites believed that their gods stood on the backs of animals (cp. *Exod 32:5*, where the gold calf was used in “a festival to the Lord”). However, Jeroboam never specifically credited the Lord with rescuing Israel (*1 Kgs 12:28*), so others think he might have meant that other gods stood on the animals. Still others think Jeroboam might have adopted the practice of the Egyptians, portraying actual pagan deities in animal form (cp. *Exod 32:4*).\n\n
11:18	idm49976					 The numbers of Rehoboam’s wives and children are probably the total from his entire reign rather than those accumulated by his fifth year. **Rehoboam** loved his second wife more than his first, so he violated the right of primogeniture (inheritance belonging to the firstborn son, *Deut 21:15-17*) by making **Abijah . . . the next king** in what might have been co-regency. This action secured an orderly succession.\n\n
11:23	idm49985					 Rehoboam’s delegation of control to the royal princes extended the reign of the royal family into outlying districts. This provided for a smooth transition of power and also made a revolt or attempted coup less likely. Perhaps this was Rehoboam’s conscious attempt to avoid troubles that God had promised David’s house (*2 Sam 12:10-11*).\n\n
12:1	idm49992					 The book of Kings states no theological reason for Egypt’s invasion, but the Chronicler does: The Egyptians **attacked Jerusalem** because **Rehoboam** had **abandoned** the covenant and rebelled against **the** Lord.\n\n
12:2	idm50003					 **Shishak,** also known as Shoshenq I (945–924 BC), ruled a reunited **Egypt** and founded the 22nd dynasty.\n\n
12:3	idm50013					 **Sukkites** are not mentioned elsewhere in the Bible but are known from Egyptian history as Libyans from the oases of the western desert. • **and Ethiopians:** Shishak was an Ethiopian from southern Egypt.\n\n
12:6	idm50021					 Shemaiah’s speech expresses the elements required in Solomon’s prayer at the dedication of the Temple (*7:14*). **The leaders of Israel . . . humbled themselves***,* and the wrath of judgment was removed from **Jerusalem**.\n\n
12:9	idm50031					 The looting of the royal **treasuries** and of the **Temple** were the punishment **Rehoboam** received for his disobedience. The **gold shields** were ritually carried by **the guard** accompanying **the king** when he moved from the palace to the Temple. The royal processionals lost much of their splendor with the **bronze shields** (cp. *9:15-16*), which were safely stored in the huge armory Solomon had built (*8:6*).\n\n
12:12	idm50046					 When **Rehoboam** repented, God allowed **good things** to remain in Jerusalem: the repentance of the people, their resolve to seek the Lord, and the preservation of worship (see *19:3*).\n\n
13:1	idm50055					 **Abijah** is called Abijam in Kings (e.g., *1 Kgs 15:1*). Abijam, possibly the Canaanite form of his name, would mean “my father is *Yam.*” Yam was the Canaanite sea-god prominent in the Baal stories (see *study note on Job 7:12*). *Abijah* means “my father is *Yah,*” the usual short form for Yahweh, the God of Judah. Abijah reigned from 913 to 910 BC.\n\n
13:2	idm50068					 The ongoing conflict between Rehoboam and **Jeroboam** (see *12:15*) carried into the reign of **Abijah**. Abijah might have been attempting to reunite north and south, as is suggested by his speech (*13:5-12*). The large numbers of soldiers on each side correspond approximately to David’s census (*2 Sam 24:9*); Israel’s double number of soldiers magnifies God’s intervention on behalf of Judah (*2 Chr 13:14-19*).\n\n
13:4	idm50080					 **Mount Zemaraim:** The town of that name was on the northern border of Benjamin (see *Josh 18:22*), about five miles northeast of Bethel. Benjamin was a buffer and a battleground between the northern and southern kingdoms.\n\n
13:5	idm50088					 **a lasting covenant:** Literally *a covenant of salt.* Salt was required with a grain offering (*Lev 2:13*). The social and religious background for this phrase is unknown. However, salt was used as a preservative and provided an apt metaphor for a permanent covenant.\n\n
13:6	idm50097					 Abijah’s speech castigated the northerners for refusing to support the kingdom of David.\n\n
13:8	idm50103					 Abijah’s speech made two key points about the rebellion of the north: The north rejected the only legitimate king, and they rejected the only legitimate place of worship. The revolt of the northerners, who **chased away** the proper priestly order, is sharply contrasted with “us” (*13:10*). Most objectionable was the worship of the calves and the role of the unauthorized **priests.**\n\n
13:10	idm50112					 Abijah’s speech portrays him as concerned about the purity of worship at Jerusalem. The account in Kings says nothing of Abijah’s devotion (*1 Kgs 15:3-4*).\n\n
13:13	idm50119					 The example of God’s people turning to him and his helping them, even after the kingdom had been disrupted, provided hope for the original readers in a similar situation.\n\n
13:19	idm50125					 The Lord granted the kingdom of Judah a miraculous victory. **Abijah** took the territories surrounding **Bethel, Jeshanah, and Ephron** from Israel (*13:19*). Together with Zemaraim (*13:4*), these towns in the hill country on the northern border of Judah formed a geographical unit (see *Josh 18:22-23*). The subsequent history of this territorial gain is not known; by the time of Amos (about 760 BC), Bethel was a major pagan shrine in Israel.\n\n
13:20	idm50137					 **Jeroboam** outlived **Abijah** (see *1 Kgs 15:9*). The report of his death is included with his defeat, which was typical of vanquished warriors (see *2 Kgs 19:37*).\n\n
14:1	idm50147					 **Asa** reigned from 910 to 869 BC.\n\n
14:2	idm50155					 At the beginning of his reign, **Asa . . . removed the foreign altars** in Judah (*14:5*). However, he did not remove the pagan shrines from Israel (*15:17*). These were probably in the cities of the northern kingdom that Asa had inherited from Abijah. Idolatry practiced by other peoples occupying the land plagued Judah throughout its history; this pagan activity might have revived toward the end of Asa’s reign more than thirty years later.\n\n
14:4	idm50164					 The phrase **seek the** Lord is the Chronicler’s formula for restoration; it both highlights and critiques Asa’s reign (see *15:2*, *12-13*; *16:12*).\n\n
14:7	idm50175					 Solomon had prayed that the Lord would hear his people when they were led into battle (*6:34*). In the battle against **Zerah***,* God responded to such a prayer. • **Ethiopian** (literally “Cushite”) might refer to someone from southern Egypt (Nubia) or a Midianite territory northeast of Aqabah (see *Num 12:1*; *Hab 3:7*). However, the mention of Libya in *2 Chr 16:8*, the size of the battle (comparable to the attack of Shishak against Rehoboam in *12:3*), and the location of Mareshah in the west of Judah indicate that Zerah was an Egyptian; he is otherwise unknown. He might have been a Nubian general dispatched by Osorkon I, the Libyan pharaoh who ruled Egypt between the tenth and fourteenth years of Asa (900–897 BC). Another view is that Shishak established a buffer state around Gerar, supported by Nubian mercenaries that invaded Judah. The account, however, only says that Asa and his armies pursued the armies south to **Gerar** and took a **vast amount of plunder***,* particularly from the herdsmen living in tents around the cities.\n\n
15:1	idm50193					 The prophet **Azariah** is unknown outside of this passage. His speech to **King Asa** and the **people of Judah** also served as the Chronicler’s own message to the people of Judah following the Exile: **The** Lord will be with his people, he will be found by those who **seek him***,* and he will reward their obedience.\n\n
15:3	idm50206					 The **dark times***,* described as resulting from the lack of knowing God (cp. *Hos 3:4-5*), seem best to fit the period of the judges.\n\n
15:5	idm50215					 **it was not safe to travel:** Cp. *Judg 5:6-8*; *Zech 8:10*.\n\n
15:7	idm50224					 The exhortation to **be strong and courageous** is a literal quotation of the exhortation that both Moses and Joshua gave Israel when they were first entering the land (*Deut 31:6-7*; *Josh 1:6*, *9*, *18*).\n\n
15:8	idm50235					 The Chronicler described Asa’s response in the precise terms of the prophet’s exhortation, but Asa’s specific actions went far beyond its general directives. As soon as Asa heard the prophetic words, **he took courage** in initiating a comprehensive reform, beginning with the removal of the **detestable idols** that again infested the land (see *14:5*). Full trust in God had won the war against the Cushites, and total renewal of the covenant brought the Promised Land to rest (*15:15*).\n\n
15:8	idm50245					 The **towns he had captured in the hill country of Ephraim** were those conquered in his war with Baasha (*16:1*). There was continuous warfare between Baasha and Asa (see *1 Kgs 15:16*).\n\n
