Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
2:2	idm31684					 **no one besides you:** David responded similarly after receiving God’s promises concerning his kingship (*2 Sam 7:22*). • **Rock** (cp. *2 Sam 22:2-3*, *32*): God provides stability and security for those who trust in him.\n\n
2:3	idm31695					 **proud and haughty:** Peninnah typified this attitude (see *1:6-7*). Hannah, by contrast, was humbly dependent on God.\n\n
2:4	idm31703					 Hannah celebrated God’s sovereign ability to radically reverse human circumstances.\n\n
2:5	idm31709					 **those who were starving are now full:** Cp. *1:7*, *18*. • The phrase **seven children** poetically means that the **childless woman** would be blessed with a house full of children (cp. *2:21*).\n\n
2:7	idm31721					 Cp. *Ps 113:7-9*.\n\n
2:8	idm31728					 **all the earth is the** Lord**’s:** God, the creator and ruler of all things, is able to change circumstances (*2:4-8*), protect the faithful (*2:9*), judge the wicked, and empower his anointed king (*2:10*).\n\n
2:10	idm31740					 The king was to fulfill the descriptions of *2:4-9* by using his God-given **power** to care for the oppressed, the hungry, and the barren (see *Ps 72:1-4*, *12-14*; *Prov 31:8-9*). • **he increases the strength:** See *study note on 1 Sam 2:1*. • **anointed one** (Hebrew *mashiakh*): This climax to Hannah’s prayer is prophetic both of Israel’s anointed kings and of God’s supreme Anointed King—the Messiah, Jesus Christ (see *12:3-5*; *24:6*, *10*; *Ps 132:17*; *Dan 9:25-26*).\n\n
2:12	idm31760					 **scoundrels** (Hebrew *sons of Belial*): See *study note on 1:16*. • **had no respect for** (literally *did not know*) **the** Lord**:** Although they were priests among God’s people, they did not acknowledge God or seek to abide by his will (cp. *Jer 2:8*).\n\n
2:13	idm31775					 The priests were supposed to receive their portion of the meat only after it had been boiled (see *Num 6:19*). Eli’s sons disregarded God’s instructions (*1 Sam 2:13-14*, *17*).\n\n
2:15	idm31784					 God’s law stipulated that the sacrificial **animal’s fat** was the Lord’s portion and had to be **burned on the altar** first (*Lev 3:3-17*).\n\n
2:18	idm31793					 The clause **Samuel . . . served the** Lord describes the ritual service of Levites and priests (see, e.g., *Num 3:4*; *8:19*, *24*; *Deut 18:7*). Like Eli’s sons, Samuel was a Levite (see *study note on 1 Sam 1:1*). But unlike Eli’s sons, he lived up to his calling. • **He wore a linen garment like that of a priest**, as did the priests who ministered in the sanctuary (see *study note on 22:18*).\n\n
2:20	idm31808					 **Eli would bless:** Blessing was one of the functions of a priest (*Num 6:23-27*; *Deut 10:8*; *1 Chr 23:13*). See *study note on 1 Sam 1:17-18*.\n\n
2:22	idm31819					 Eli’s weak attempts to change his sons’ behavior (cp. *2:29*) indicate that he had raised them without discipline (*3:13*).\n\n
2:22	idm31827					 **seducing . . . women:** Eli’s sons had probably been influenced by Canaanite religious practices, which included sex as part of the ritual. • **who assisted at the entrance:** See *Exod 38:8*.\n\n
2:25	idm31836					 **God** (or *the judges*; Hebrew *’elohim*): The Hebrew verb translated **mediate** is plural here, and when *’elohim* means “God,” it often appears with a singular verb. In addition, some ancient translations render *’elohim* as “judges” here. If that is the correct translation, then the judges would **mediate for the guilty party** in a common human court. However, many Hebrew scholars believe that *’elohim* should never be translated “judges.” If this is the case, in what sense could God *mediate for the guilty party?* Possibly Eli considered the court verdict to come directly from God. God might work through his revealed law or other circumstances to either acquit or convict an individual charged with wrongdoing. Or Eli might have been referring to the sacrificial system. • The sexual immorality (*2:22*) and gluttony (*2:12-17*) of Eli’s sons were **sins against the** Lord because they were corrupting Israel’s worship of him. No one can **intercede** for sinners who rebel so completely against God’s will (cp. *Matt 12:31*). • Eli’s sons did not **listen to their father** because the Lord had already begun to punish them by hardening their hearts (cp. *Exod 4:21*; *7:3*; *8:15-32*; *10:27*; *11:10*).\n\n
2:26	idm31863					 As children, both Samuel and Jesus possessed extraordinary qualities (*2:21*; see also *Luke 2:40*, *52*). Samuel was one of Christ’s forerunners.\n\n
2:27	idm31872					 **Man of God** is another name for a prophet (*9:6*; *1 Kgs 13:1*; *2 Kgs 1:9*).\n\n
2:29	idm31882					 By failing to stop his sons’ wickedness, Eli showed contempt for God’s **sacrifices and offerings**. Eli benefited from his sons’ activities, and God held Eli responsible for letting them continue.\n\n
2:30	idm31889					 **that your branch of the tribe of Levi would always be my priests:** See *Exod 29:9*; *Num 25:13*. God would **honor** another of Aaron’s descendants (see *study note on 2:35*) and **despise** Eli’s family, removing them from the priesthood (*2:31-35*).\n\n
2:32	idm31902					 **live out their days:** In the Old Testament, a short life often expresses God’s disfavor, while long life represents God’s blessing (cp. *Gen 15:15*; *1 Kgs 3:14*; *Ps 91:16*).\n\n
2:35	idm31912					 **a faithful priest:** Zadok and his descendants later replaced Eli’s family in the priesthood (*1 Kgs 2:26-27*, *35*).\n\n
3:1	idm31921					 **messages . . . were very rare . . . visions were quite uncommon:** God was not disclosing his will through prophets or priests, so the period was spiritually dark. However, that darkness was about to end when God communicated with Samuel (*3:2–4:1a*).\n\n
3:2	idm31929					 Eli was **almost blind***,* both physically and spiritually (*3:1*).\n\n
3:3	idm31938					 The priests were responsible for keeping **the lamp of God** burning through the night (*Exod 27:20-21*; *30:7-8*). • That Samuel **was sleeping . . . near the Ark** symbolizes his nearness to God’s presence and purpose, in contrast to Eli and his sons.\n\n
3:7	idm31948					 **Samuel did not yet know the** Lord**:** He lacked direct experience of the Lord. In contrast, Eli’s sons did not know the Lord (see *study note on 2:12*) in that they were morally and spiritually deficient.\n\n
3:8	idm31958					 **Eli realized:** Despite his many shortcomings, Eli was not completely without spiritual insight.\n\n
3:10	idm31965					 The doubling of the name calls attention to the seriousness of the moment (cp. *Gen 22:11*; *Exod 3:4*; *Matt 27:46*; *Luke 22:31*; *Acts 9:4*). • Samuel omits “Lord” (see *1 Sam 3:9*) from his response either out of reverence for the name or because of a lingering uncertainty about who was speaking.\n\n
3:11	idm31978					 The phrase **a shocking thing** conveys the magnitude and severity of God’s judgment. God’s actions would also be of national significance for Israel (cp. *2 Kgs 21:12*; *Jer 19:3*).\n\n
3:12	idm31987					 **my threats:** See *2:27-36*.\n\n
3:13	idm31995					 **his sons are blaspheming God:** They were expressing contempt for God through their actions. • **hasn’t disciplined them:** Eli rebuked his sons (*2:23-25*), but he did not restrain them.\n\n
3:14	idm32004					 Neither blood **sacrifices** nor **offerings** would be acceptable on behalf of Eli and his sons. The offerings of *Lev 4–5* were for sins committed inadvertently or unintentionally, whereas **the sins of Eli and his sons** were deliberate and rebellious.\n\n
3:15	idm32014					 Samuel **was afraid to tell Eli** of God’s plans for him and his family either because he respected Eli’s position or he feared for his own safety.\n\n
3:19	idm32021					 **proved to be reliable:** Samuel was an authentic prophet (*3:20*; see *Deut 18:21-22*).\n\n
3:20	idm32030					 The whole nation, **from Dan in the north to Beersheba in the south***,* acknowledged that Samuel was God’s prophet. • **confirmed as a prophet:** The reliability of Samuel’s message (*3:19*) made it evident that God was speaking through him.\n\n
3:21	idm32040					 **The** Lord** continued to appear:** God reopened the lines of communication with Israel through Samuel (cp. *3:1*). • **Shiloh:** See *study note on 1:3*.\n\n
4:1	idm32052					 The crisis surrounding the Ark of the Covenant demonstrated Israel’s need for Samuel’s leadership and fulfilled prophecies about Eli and his sons (*3:11-14*).\n\n
4:1	idm32059					 **the Philistines:** See “*The Philistines*” Profile. • The exact location of **Ebenezer** is unknown. It was probably just east of Aphek (see also *1 Sam 7:12* and *corresponding study note*). • **Aphek** was west of Shiloh, well inland and well north of Philistine territory. By camping there, the Philistines might have been trying to seize more Israelite territory.\n\n
4:3	idm32071					 The Israelites were often **defeated** in war because of the sin of one individual or the entire nation (*Josh 7*). In this defeat, no one inquired whether sin was the cause; apparently no one had even asked the Lord whether they should engage the Philistines in the first place (cp. *1 Chr 14:13-16*). Instead, the Israelites treated the **Ark***,* the most sacred symbol of the Lord’s presence, as a charm to ward off misfortune. Carrying the Ark **into battle** was not necessarily wrong (cp. *Josh 6:2-21*), but neither would this act ensure God’s blessing and victory.\n\n
4:4	idm32084					 Lord** of Heaven’s Armies:** See *study note on 1:3*. • **enthroned between the cherubim:** A representation of God’s glorious presence hovered over the Ark in the Most Holy Place (God’s “throne room”). • The involvement of Eli’s sons, **Hophni and Phinehas***,* foreshadows the disaster that ensued (see *3:11-14*).\n\n
4:6	idm32097					 Like the Israelites, **the Philistines** regarded the **Ark** as a powerful talisman (see *4:2-3*) and believed that its presence in battle would mean sure **disaster** for them.\n\n
4:8	idm32107					 **the same gods who destroyed the Egyptians:** The Philistines, who worshiped many gods, knew of the Lord’s power. Yet they knew nothing of his nature as the one true God. • **destroyed . . . with plagues:** The Lord later showed his power against the Philistines similarly (see *5:6–6:6*).\n\n
4:10	idm32116					 **30,000** was more than seven times as many as  had**died** previously without the Ark (*4:2*). The Israelites learned the hard way that the Ark was not a talisman to ward off misfortune.\n\n
4:11	idm32125					 That the **Ark . . . was captured** was devastating to the Israelites (*4:12-22*). • The deaths of **Hophni and Phinehas** fulfilled the Lord’s word to Eli (*2:34*). Although they are the only casualties named, they were not the only Israelites who had sinned (see *7:3-6*).\n\n
4:12	idm32136					 **had torn his clothes and put dust on his head:** This description indicates **grief** and loss (e.g., *Josh 7:6*; *2 Sam 1:2*; *15:32*; *Job 2:12*).\n\n
4:15	idm32148					 **blind:** See *3:2* and *corresponding study note*.\n\n
4:18	idm32157					 **Eli fell backward:** Either he was startled or he had a heart attack when he heard the message. Eli’s fatal fall symbolizes his family’s fall from the priesthood and the end of the abomination that his sons began (*2:12-17*). • **Israel’s judge:** Priesthood and judgeship were not incompatible (cp. *Exod 18:13-26*; *Deut 17:8-13*). Samuel replaced Eli as Israel’s judge and provided leadership that Eli had failed to provide (see *1 Sam 7:12-17*). • The phrase **for forty years** incorporates Eli’s career into the conceptual and temporal framework of the book of Judges (cp. *Judg 3:11*; *5:31*; *8:28*; *13:1*).\n\n
4:20	idm32174					 The name **Ichabod** contains the Hebrew word *kabod* (**glory***;* see *Exod 24:15-17*). A similar word is used to describe Eli in *1 Sam 4:18* (Hebrew *kabed**,* “heavy”). The disappearance of the Ark parallels the demise of Eli’s house. Although the Israelites experienced a stunning loss of divine glory and protection (cp. *Ezek 8–10*; *Luke 19:41-44*; *21:20-24*), God’s glorious presence would subsequently return to his people (*1 Sam 6:1-21*; cp. *Ezek 43:1-8*).\n\n
5:1	idm32193					 **Ebenezer:** See *study note on 4:1b*. • **Ashdod***,* one of the five important Philistine cities (see *6:17*), was located along the same major trade highway (the Great Trunk Road) as Aphek.\n\n
5:2	idm32204					 **Dagon** was one of the Philistines’ gods (see *Judg 16:23-24*). The name could be related to the Hebrew *dag* (“fish”), an appropriate name for a god of seafaring people. More likely, it reflects the Hebrew *dagan* (“grain”), suggesting a fertility or agriculture god.\n\n
5:4	idm32214					 **his head and hands had broken off:** A symbol of God’s supremacy over the idol (*5:7*; see also *17:51*).\n\n
5:5	idm32223					 **step on its threshold:** While the Philistines might have believed that Dagon’s amputations resulted from their failure to honor the god properly, the true failure was in worshiping an idol rather than honoring the one true God (*Isa 44:6-20*).\n\n
5:6	idm32231					 **tumors:** The Hebrew term can mean simply “swellings.” A possible alternative translation is “hemorrhoids.” They were possibly the fatal *buboes* of bubonic plague, which attack the lower body, especially the rectal area. Rats are known carriers of the plague.\n\n
5:8	idm32239					 **rulers** (or *overlords*): Each of the five major Philistine cities had its own ruler (*6:16-18*). • **Move it:** Despite the obvious danger, the Philistines relished their captured trophy enough to relocate it rather than return it. • **Gath***,* one of the five major Philistine cities, was nearby.\n\n
5:9	idm32251					 God often used **great panic** to incapacitate and overwhelm Israel’s enemies (*14:15*, *20*; *Deut 7:23*; *Ezek 22:5*; *Amos 3:9*).\n\n
5:10	idm32263					 **Ekron***,* another of the five major Philistine cities (see *6:17*), was just five miles north of Gath.\n\n
6:2	idm32272					 **priests and diviners:** Divination was a part of Philistine religion (cp. *28:7*; *Deut 18:10-14*).\n\n
6:3	idm32281					 It is unlikely the Philistines were aware of Israelite worship regulations. A Philistine **guilt offering** would have been a payment to the deity in an attempt to avert his wrath (contrast the notion of atonement from *Lev 16*).\n\n
6:4	idm32289					 **rats:** See *study note on 5:6*.\n\n
6:6	idm32297					 The Philistines had thought they could overcome the Lord by fighting harder (*4:9*). They had defeated the Israelites, but they now realized that they could not defeat Israel’s God.\n\n
6:7	idm32304					 **shut their calves away:** If the **cows** went against their maternal nature and left their calves to take the Ark to Israel, it would prove that the plague was from Israel’s God (*6:9*).\n\n
6:9	idm32313					 **Beth-shemesh** was the closest Israelite town to Ekron (*5:10*).\n\n
6:13	idm32321					 **Harvesting wheat** was usually done in May or June.\n\n
6:14	idm32328					 This **burnt offering** could have been for forgiveness of sin (see *7:9-10*; *Lev 1:3-17*), but it was more likely a freewill expression of love or thanksgiving (see *Lev 22:18-22*).\n\n
6:15	idm32338					 Providentially, **the Ark** had arrived in **Beth-shemesh** (*6:13*), which was a Levite city (*Josh 21:13-16*). The **men of the tribe of Levi** who lived there could safely move the Ark (see *Num 4:15*).\n\n
6:17	idm32350					 **guilt offering:** See *study note on 6:3*. • **Ashdod, Gaza, Ashkelon, Gath, and Ekron:** These five major Philistine cities were located on or near the Great Trunk Road. This major ancient trade route connected Egypt with Mesopotamia via the coastal plain of Canaan. Each city was governed by a king-like ruler (*6:16*).\n\n
6:19	idm32360					 **seventy men: Beth-shemesh** was a small village. • **because they looked into the Ark:** Physical contact with the Ark was prohibited (*Num 4:15*; *2 Sam 6:6-8*), as was looking inside it (*Num 4:20*). Those who were killed lacked reverence for God’s holiness.\n\n
6:20	idm32371					 **Who is able to stand?** Even God’s people were not immune to his wrath when his holiness was violated. • **Where can we send the Ark?** When faced with God’s holiness, the Israelites echoed the distress of the pagan Philistines (*6:2*).\n\n
6:21	idm32380					 **Kiriath-jearim** was nearby, about ten miles northeast of Beth-shemesh.\n\n
7:1	idm32387					 The **men of Kiriath-jearim** who transported **the Ark** and **Eleazar** were probably Levites (see *6:15*; *Num 1:47-51*). • **in charge of it:** The same verb describes the Levites’ duty of guarding the Tabernacle (*Num 1:53*; *3:7*).\n\n
7:2	idm32401					 **Twenty years** covers the time until Samuel assembled the people at Mizpah (*7:5-6*). David later brought the Ark to Jerusalem (*2 Sam 6:1-19*).\n\n
7:3	idm32410					 The change in the people’s standing with God, not the presence of the Ark (see *4:3-11*), led Israel to victory against the Philistines.\n\n
7:3	idm32417					 People cannot expect God’s blessing unless they **get rid of** what is contrary to his will (see *Gen 35:2*; *Josh 24:14*). • **Ashtoreth** was the Canaanite goddess of fertility associated with Baal (*1 Sam 7:4*). Worship of Canaanite deities was an ongoing problem throughout Israel’s history. The people started worshiping idols during the twenty-year period mentioned in *7:2*, or perhaps they had done so ever since the days of the judges (*8:8*; *Judg 6:25*; cp. *Amos 5:25-26*). Israel’s devastating defeat by the Philistines was due not only to the sins of Eli’s two sons but to several generations of unfaithfulness to God.\n\n
7:5	idm32432					 **Mizpah** was an administrative center and rallying point for the nation (see *7:16*; *10:17*; *Judg 20:1*). • **I will pray . . . for you:** Eli’s question in *1 Sam 2:25* is answered here; Samuel was the intercessor Israel needed.\n\n
7:6	idm32444					 **drew water . . . poured it out:** This type of ceremony is not mentioned elsewhere in the Old Testament. • At times Israelites **went without food** to express grief or to seek the Lord’s favor (*2 Sam 1:12*; *12:22-23*; *1 Kgs 21:27*; *Ezra 8:21-23*; *Neh 9:1*; *Esth 4:3*, *16*; *Joel 2:12*; cp. *Luke 2:37*; *Acts 13:2-3*; *14:23*). • To have **Samuel** as **Israel’s judge** was refreshing compared to Eli’s failed leadership (see *1 Sam 4:18* and *corresponding study note*) and the leadership of some other judges (e.g., Gideon, *Judg 8:22-27*; Jephthah, *Judg 11:30–12:7*; and Samson, *Judg 13:1–16:21*).\n\n
7:9	idm32470					 The **whole burnt offering** was probably for forgiveness of sin (see *Lev 1:1-4*). • **The** Lord** answered** with a forceful thunderclap (*1 Sam 7:10*).\n\n
7:10	idm32482					 **voice of thunder:** See *2:10*. God often used similar tactics to throw Israel’s enemies into **confusion** and defeat them (e.g., *Exod 14:24*; *23:27*; *Josh 10:10*; *Judg 4:15*).\n\n
7:12	idm32495					 **Ebenezer:** The location of this **stone** memorial is unknown. The Philistines had defeated Israel and captured the Ark at a place with the same name (*4:1*; *5:1*). Samuel erected this memorial to commemorate God’s help in turning the tide against the Philistine attacks.\n\n
7:13	idm32505					 The Philistines were quiet **for some time**—until Saul became king (see *13:5*). • God’s **powerful hand***,* not Samuel’s giftedness, was the key factor in Israel’s deliverance from the Philistines.\n\n
7:14	idm32515					 The **Amorites** had inhabited Canaan and the region east of the Jordan before Israel’s conquest of the Promised Land (see *Gen 15:16*; *Deut 3:8*; *Josh 2:10*). Some Amorites remained in the area after the conquest (see *2 Sam 21:2*).\n\n
7:15	idm32526					 **judge for the rest of his life:** Once Saul became king (ch *10*), Samuel’s role was more judicial than military.\n\n
7:16	idm32534					 **Bethel** and **Mizpah** were places of national assembly in the judges era (*Judg 20:1*, *18*, *26*; *21:1-2*). Bethel’s significance went back to the days of Abraham (*Gen 12:8*; *13:3-4*; *28:10-22*; *35:1-15*). • **Gilgal***,* located near Jericho, had been a sacred place since Joshua’s day (*Josh 4:19-24*; *5:2-10*). From this circuit, Samuel influenced “all the people of Israel” (*1 Sam 10:17*).\n\n
7:17	idm32555					 **Ramah** was Samuel’s hometown (see *1:1*).\n\n
8:1	idm32563					 During Israel’s transition to a monarchy, neither God (*8:7-9*) nor Samuel (*12:1-25*) was pleased by the people’s demand for a king. Saul, the first king (chs *9–11*), failed in his role (chs *13–31*) and fulfilled Samuel’s warnings (see *8:10-18*; cp. *16:1-13*).\n\n
8:2	idm32575					  Samuel’s two **oldest sons** functioned as judges **in Beersheba***,* fifty miles south of their father’s home.\n\n
8:3	idm32584					 **they were not like their father:** They were more like Eli’s two sons (*2:12-17*). Their corruption was a primary reason the era of the judges ended.\n\n
8:5	idm32592					 **you are now old, and your sons are not like you:** Judges tended to be local leaders; kings, as national leaders, were more capable of uniting a whole nation in times of crisis (*8:20*). However, a spiritual problem underlay the request for a king (*8:7-8*). • **Other nations,** such as Egypt and Sumer, had monarchies for almost 2,000 years before Samuel’s time.\n\n
8:6	idm32602					 **Samuel was displeased:** He probably felt personally rejected (*8:7*).\n\n
8:7	idm32610					 **Do everything they say:** God rarely instructed a prophet to heed the voice of the errant populace. The will of the people and the will of God would converge in King David (see *2 Sam 7:8-17*). • **they are rejecting me:** Their rejection of judgeship was a deeper rejection of God’s rule and sovereignty (see also *1 Sam 12:1-17*).\n\n
8:8	idm32620					 **followed other gods:** The people’s request for a king was tantamount to idolatry. Israel’s monarchy was a divine concession rather than a divine gift. Kingship or any other human institution becomes idolatrous when it replaces trust in God.\n\n
8:10	idm32627					 These verses list the disadvantages of kingship. Each sentence begins with something the king would take. A king would be a confiscator, not just a protector.\n\n
8:11	idm32633					 While the people wanted a king to *judge* them, Samuel warned that the king would **reign over** them. They wanted a leader but received a ruler.\n\n
8:12	idm32641					 The king would take people as well as possessions.\n\n
8:15	idm32647					 A **tenth** of the harvest was already required as a sacred donation to support God’s Temple and servants (*Deut 12:6*, *17-18*; *14:22-29*; *26:12-15*). The king would demand an additional tenth, a burdensome amount given the uncertainties of agriculture.\n\n
8:17	idm32658					 **you will be his slaves:** By demanding a king, the people whose ancestors had once been slaves in Egypt were risking a new enslavement (cp. *1 Kgs 12:1-20*).\n\n
8:18	idm32666					 The people would **beg for relief** as their ancestors had done in Egypt under another punishing and exacting ruler (see *Exod 3:7*).\n\n
8:20	idm32674					 God had set Israel apart from the nations (*Lev 20:26*; *Num 23:9*). By insisting on a king and desiring to **be like the nations***,* they were rejecting God’s plan (see *1 Sam 8:5-7*; cp. *Deut 17:14*). • **judge us and lead us into battle:** Kings performed three basic functions: (1) waging offensive and defensive war, (2) administering law, and (3) ensuring economic well-being.\n\n
8:21	idm32687					 **repeated to the** Lord**:** The role of a prophet included bringing the people’s case before God (cp. *Num 27:5*).\n\n
8:22	idm32697					 **give them a king:** See *study note on 8:7*; cp. *Rom 1:24-26*.\n\n
9:1	idm32706					 Saul’s rise to power involved a threefold sequence: (1) his secret anointing by Samuel (*9:1–10:16*), (2) his selection by lot (*10:17-27*), and (3) his victory over the Ammonites (*11:1-15*). See also *study note on 13:1–16:13*.\n\n
9:1	idm32716					 **influential man named Kish:** Saul came from a wealthy family.\n\n
9:2	idm32723					 Saul’s mere appearance—**most handsome . . . taller than anyone else**—inspired loyalty among the people (see *10:23*; cp. *16:12*; *2 Sam 14:25-26*).\n\n
9:5	idm32733					 **Zuph***,* which was probably located in Ephraim, was Samuel’s home region (*1:1*). God’s providence led Saul there.\n\n
9:6	idm32742					 The phrase **man of God** was used to describe a prophet (*2:27*; also *Deut 33:1*; *Josh 14:6*; *1 Kgs 13:1-32*).\n\n
9:7	idm32753					 **anything to offer him:** Evidently, it was customary to take a gift when one sought the help of a prophet (cp. *1 Kgs 14:2-3*; *2 Kgs 5:5*, *15*; *8:8*). Some false prophets demanded gifts in return for their services (*Mic 3:11*). Saul’s concern might reflect the spiritual ignorance of thinking that advice from a prophet of God could be purchased (*Acts 8:20*).\n\n
9:12	idm32766					 Leaders of a community would normally convene for business at the **town gates** (cp. *Ruth 4:1-2*). • **take part in a public sacrifice:** Samuel is one of very few individuals in whom prophetic and priestly ministries unite (also Moses, Jeremiah, Ezekiel, and Jesus). • **place of worship** (literally *high place*): An open-air altar or platform on a hill near the city gate. High places easily became sites for pagan idolatry (see *Num 33:52*; *1 Kgs 15:14*; *22:43*; *2 Kgs 12:3*; *14:4*; *15:4*, *35*).\n\n
9:13	idm32784					 **to eat:** Part of a sacrifice made during worship was burned on the altar, while the remainder was eaten in a ceremonial feast by the **guests** (see also *1:4*). • **to bless the food:** As a Levite, Samuel’s priestly role included offering blessings (see *Deut 10:8*; *21:5*).\n\n
9:16	idm32796					 God’s directive to **anoint him** (by pouring olive oil on the head) marked Saul’s elevation in status and consecration for a special purpose (see *Exod 30:22-33*; *Lev 8:12*; *1 Kgs 19:16*; *Isa 45:1*). • **He will rescue them:** As they had requested (*1 Sam 8:20*; cp. *Judg 13:5*). David eventually subdued **the Philistines** (*2 Sam 5:17-25*; *8:1*; *21:15*, *18-22*). • **for I have . . . heard their cry** (cp. *Exod 3:7-9*): The Philistines were again threatening to conquer Israel and demand homage from them as vassals.\n\n
9:21	idm32817					 **the smallest tribe:** Saul tried to downplay Benjamin’s prominence, but they were powerful warriors (*Judg 20:14-31*; cp. *study note on 1 Sam 10:17*). What better tribe to lead in battle? • **least important of all the families:** Cp. *9:1*.\n\n
9:25	idm32828					 A typical house had a flat **roof** that was used for a variety of purposes, such as sleeping in warm weather (see *Deut 22:8*; *2 Kgs 4:10*).\n\n
10:1	idm32837					 Samuel later repeated this process by anointing David with **olive oil** (*16:13*). • The people of Israel did not belong to the king but to the Lord. The king was to act as manager rather than owner (cp. *8:10-18*).\n\n
10:2	idm32846					 These three “signs” were to convince a reluctant Saul (*9:21*) that he had in fact been chosen to be king.\n\n
10:2	idm32853					 **Rachel’s tomb at Zelzah:** See *Gen 35:16-20*; the precise location is unknown.\n\n
10:3	idm32861					 **oak of Tabor:** This location, somewhere in Benjamin, is not to be confused with the village of the same name in Zebulun (*1 Chr 6:77*). • **Bethel:** See *study note on 1 Sam 7:16*.\n\n
